constructorResultsId,raceId,constructorId,points,date,constructor_results_rownum
11789,651,66,5.0,1970-08-16 00:00:00,constructor_results_7766
11806,652,63,0.0,1970-09-06 00:00:00,constructor_results_7767
11805,652,86,0.0,1970-09-06 00:00:00,constructor_results_7768
11804,652,66,0.0,1970-09-06 00:00:00,constructor_results_7769
11803,652,198,0.0,1970-09-06 00:00:00,constructor_results_7770
11802,652,34,2.0,1970-09-06 00:00:00,constructor_results_7771
11801,652,187,3.0,1970-09-06 00:00:00,constructor_results_7772
11800,652,82,4.0,1970-09-06 00:00:00,constructor_results_7773
11817,653,198,0.0,1970-09-20 00:00:00,constructor_results_7774
11816,653,32,0.0,1970-09-20 00:00:00,constructor_results_7775
11815,653,86,0.0,1970-09-20 00:00:00,constructor_results_7776
11814,653,82,0.0,1970-09-20 00:00:00,constructor_results_7777
11813,653,187,1.0,1970-09-20 00:00:00,constructor_results_7778
11812,653,63,2.0,1970-09-20 00:00:00,constructor_results_7779
11811,653,66,3.0,1970-09-20 00:00:00,constructor_results_7780
11828,654,25,0.0,1970-10-04 00:00:00,constructor_results_7781
11827,654,34,0.0,1970-10-04 00:00:00,constructor_results_7782
11826,654,82,0.0,1970-10-04 00:00:00,constructor_results_7783
11825,654,187,0.0,1970-10-04 00:00:00,constructor_results_7784
11824,654,63,1.0,1970-10-04 00:00:00,constructor_results_7785
11823,654,37,2.0,1970-10-04 00:00:00,constructor_results_7786
11822,654,6,3.0,1970-10-04 00:00:00,constructor_results_7787
11838,655,34,0.0,1970-10-25 00:00:00,constructor_results_7788
11837,655,32,0.0,1970-10-25 00:00:00,constructor_results_7789
11836,655,63,0.0,1970-10-25 00:00:00,constructor_results_7790
11835,655,66,1.0,1970-10-25 00:00:00,constructor_results_7791
11834,655,82,2.0,1970-10-25 00:00:00,constructor_results_7792
11833,655,37,3.0,1970-10-25 00:00:00,constructor_results_7793
11832,655,187,4.0,1970-10-25 00:00:00,constructor_results_7794
11526,656,182,0.0,1969-03-01 00:00:00,constructor_results_7795
11525,656,6,0.0,1969-03-01 00:00:00,constructor_results_7796
11524,656,191,0.0,1969-03-01 00:00:00,constructor_results_7797
11522,656,187,4.0,1969-03-01 00:00:00,constructor_results_7798
11531,657,6,0.0,1969-05-04 00:00:00,constructor_results_7799
11530,657,182,1.0,1969-05-04 00:00:00,constructor_results_7800
11529,657,66,2.0,1969-05-04 00:00:00,constructor_results_7801
11537,658,196,0.0,1969-05-18 00:00:00,constructor_results_7802
11536,658,167,0.0,1969-05-18 00:00:00,constructor_results_7803
11535,658,187,2.0,1969-05-18 00:00:00,constructor_results_7804
11544,659,182,2.0,1969-06-21 00:00:00,constructor_results_7805
11543,659,187,3.0,1969-06-21 00:00:00,constructor_results_7806
11542,659,6,4.0,1969-06-21 00:00:00,constructor_results_7807
11549,660,180,1.0,1969-07-06 00:00:00,constructor_results_7808
11548,660,187,3.0,1969-07-06 00:00:00,constructor_results_7809
11555,661,6,0.0,1969-07-19 00:00:00,constructor_results_7810
11554,661,180,3.0,1969-07-19 00:00:00,constructor_results_7811
11553,661,187,4.0,1969-07-19 00:00:00,constructor_results_7812
11561,662,197,0.0,1969-08-03 00:00:00,constructor_results_7813
11560,662,180,3.0,1969-08-03 00:00:00,constructor_results_7814
11559,662,187,4.0,1969-08-03 00:00:00,constructor_results_7815
11558,662,196,6.0,1969-08-03 00:00:00,constructor_results_7816
11568,663,66,0.0,1969-09-07 00:00:00,constructor_results_7817
11567,663,6,1.0,1969-09-07 00:00:00,constructor_results_7818
11566,663,182,2.0,1969-09-07 00:00:00,constructor_results_7819
11565,663,187,3.0,1969-09-07 00:00:00,constructor_results_7820
11564,663,180,6.0,1969-09-07 00:00:00,constructor_results_7821
11575,664,189,0.0,1969-09-20 00:00:00,constructor_results_7822
11574,664,6,0.0,1969-09-20 00:00:00,constructor_results_7823
11573,664,66,0.0,1969-09-20 00:00:00,constructor_results_7824
11571,664,196,3.0,1969-09-20 00:00:00,constructor_results_7825
11581,665,196,0.0,1969-10-05 00:00:00,constructor_results_7826
11580,665,6,2.0,1969-10-05 00:00:00,constructor_results_7827
11579,665,66,4.0,1969-10-05 00:00:00,constructor_results_7828
11587,666,6,0.0,1969-10-19 00:00:00,constructor_results_7829
11586,666,66,1.0,1969-10-19 00:00:00,constructor_results_7830
11585,666,196,3.0,1969-10-19 00:00:00,constructor_results_7831
11265,667,11,0.0,1968-01-01 00:00:00,constructor_results_7832
11264,667,167,0.0,1968-01-01 00:00:00,constructor_results_7833
11263,667,196,1.0,1968-01-01 00:00:00,constructor_results_7834
11262,667,194,2.0,1968-01-01 00:00:00,constructor_results_7835
11261,667,6,3.0,1968-01-01 00:00:00,constructor_results_7836
11260,667,191,4.0,1968-01-01 00:00:00,constructor_results_7837
11259,667,180,9.0,1968-01-01 00:00:00,constructor_results_7838
11277,668,6,0.0,1968-05-12 00:00:00,constructor_results_7839
11276,668,11,0.0,1968-05-12 00:00:00,constructor_results_7840
11275,668,196,2.0,1968-05-12 00:00:00,constructor_results_7841
11274,668,195,4.0,1968-05-12 00:00:00,constructor_results_7842
11273,668,187,6.0,1968-05-12 00:00:00,constructor_results_7843
11272,668,180,9.0,1968-05-12 00:00:00,constructor_results_7844
11285,669,82,0.0,1968-05-26 00:00:00,constructor_results_7845
11284,669,11,0.0,1968-05-26 00:00:00,constructor_results_7846
11283,669,187,2.0,1968-05-26 00:00:00,constructor_results_7847
11282,669,195,4.0,1968-05-26 00:00:00,constructor_results_7848
11281,669,66,6.0,1968-05-26 00:00:00,constructor_results_7849
11280,669,180,9.0,1968-05-26 00:00:00,constructor_results_7850
11296,670,82,0.0,1968-06-09 00:00:00,constructor_results_7851
11295,670,195,1.0,1968-06-09 00:00:00,constructor_results_7852
11294,670,180,2.0,1968-06-09 00:00:00,constructor_results_7853
11293,670,196,3.0,1968-06-09 00:00:00,constructor_results_7854
11292,670,6,4.0,1968-06-09 00:00:00,constructor_results_7855
11291,670,66,6.0,1968-06-09 00:00:00,constructor_results_7856
11290,670,187,9.0,1968-06-09 00:00:00,constructor_results_7857
11305,671,194,0.0,1968-06-23 00:00:00,constructor_results_7858
11304,671,191,2.0,1968-06-23 00:00:00,constructor_results_7859
11303,671,6,3.0,1968-06-23 00:00:00,constructor_results_7860
11302,671,66,4.0,1968-06-23 00:00:00,constructor_results_7861
11301,671,82,6.0,1968-06-23 00:00:00,constructor_results_7862
11300,671,196,9.0,1968-06-23 00:00:00,constructor_results_7863
11316,672,82,0.0,1968-07-07 00:00:00,constructor_results_7864
11315,672,66,1.0,1968-07-07 00:00:00,constructor_results_7865
11314,672,187,2.0,1968-07-07 00:00:00,constructor_results_7866
11313,672,195,3.0,1968-07-07 00:00:00,constructor_results_7867
11312,672,196,4.0,1968-07-07 00:00:00,constructor_results_7868
11311,672,11,6.0,1968-07-07 00:00:00,constructor_results_7869
11310,672,6,9.0,1968-07-07 00:00:00,constructor_results_7870
11325,673,191,0.0,1968-07-20 00:00:00,constructor_results_7871
11324,673,66,0.0,1968-07-20 00:00:00,constructor_results_7872
11323,673,196,1.0,1968-07-20 00:00:00,constructor_results_7873
11322,673,11,2.0,1968-07-20 00:00:00,constructor_results_7874
11321,673,187,3.0,1968-07-20 00:00:00,constructor_results_7875
11320,673,6,6.0,1968-07-20 00:00:00,constructor_results_7876
11319,673,180,9.0,1968-07-20 00:00:00,constructor_results_7877
11336,674,190,0.0,1968-08-04 00:00:00,constructor_results_7878
11335,674,187,0.0,1968-08-04 00:00:00,constructor_results_7879
11334,674,66,1.0,1968-08-04 00:00:00,constructor_results_7880
11333,674,6,3.0,1968-08-04 00:00:00,constructor_results_7881
11332,674,191,4.0,1968-08-04 00:00:00,constructor_results_7882
11331,674,180,6.0,1968-08-04 00:00:00,constructor_results_7883
11330,674,196,9.0,1968-08-04 00:00:00,constructor_results_7884
11347,675,194,1.0,1968-09-08 00:00:00,constructor_results_7885
11346,675,82,2.0,1968-09-08 00:00:00,constructor_results_7886
11345,675,66,3.0,1968-09-08 00:00:00,constructor_results_7887
11344,675,6,4.0,1968-09-08 00:00:00,constructor_results_7888
11343,675,196,6.0,1968-09-08 00:00:00,constructor_results_7889
11342,675,187,9.0,1968-09-08 00:00:00,constructor_results_7890
11358,676,82,0.0,1968-09-22 00:00:00,constructor_results_7891
11357,676,196,1.0,1968-09-22 00:00:00,constructor_results_7892
11356,676,195,2.0,1968-09-22 00:00:00,constructor_results_7893
11355,676,180,3.0,1968-09-22 00:00:00,constructor_results_7894
11354,676,66,4.0,1968-09-22 00:00:00,constructor_results_7895
11353,676,187,9.0,1968-09-22 00:00:00,constructor_results_7896
11368,677,1,0.0,1968-10-06 00:00:00,constructor_results_7897
11367,677,66,0.0,1968-10-06 00:00:00,constructor_results_7898
11366,677,187,3.0,1968-10-06 00:00:00,constructor_results_7899
11365,677,11,4.0,1968-10-06 00:00:00,constructor_results_7900
11364,677,180,6.0,1968-10-06 00:00:00,constructor_results_7901
11363,677,196,9.0,1968-10-06 00:00:00,constructor_results_7902
11379,678,195,0.0,1968-11-03 00:00:00,constructor_results_7903
11378,678,196,0.0,1968-11-03 00:00:00,constructor_results_7904
11377,678,11,2.0,1968-11-03 00:00:00,constructor_results_7905
11376,678,66,3.0,1968-11-03 00:00:00,constructor_results_7906
11375,678,187,6.0,1968-11-03 00:00:00,constructor_results_7907
11374,678,180,9.0,1968-11-03 00:00:00,constructor_results_7908
11160,679,183,2.0,1967-01-02 00:00:00,constructor_results_7909
11159,679,191,3.0,1967-01-02 00:00:00,constructor_results_7910
11158,679,11,4.0,1967-01-02 00:00:00,constructor_results_7911
11157,679,170,6.0,1967-01-02 00:00:00,constructor_results_7912
11156,679,167,9.0,1967-01-02 00:00:00,constructor_results_7913
11171,680,172,0.0,1967-05-07 00:00:00,constructor_results_7914
11170,680,66,1.0,1967-05-07 00:00:00,constructor_results_7915
11169,680,167,2.0,1967-05-07 00:00:00,constructor_results_7916
11168,680,194,3.0,1967-05-07 00:00:00,constructor_results_7917
11167,680,6,4.0,1967-05-07 00:00:00,constructor_results_7918
11166,680,176,6.0,1967-05-07 00:00:00,constructor_results_7919
11165,680,191,9.0,1967-05-07 00:00:00,constructor_results_7920
11181,681,66,0.0,1967-06-04 00:00:00,constructor_results_7921
11180,681,176,0.0,1967-06-04 00:00:00,constructor_results_7922
11179,681,6,3.0,1967-06-04 00:00:00,constructor_results_7923
11178,681,191,6.0,1967-06-04 00:00:00,constructor_results_7924
11177,681,180,9.0,1967-06-04 00:00:00,constructor_results_7925
11192,682,183,0.0,1967-06-18 00:00:00,constructor_results_7926
11191,682,180,1.0,1967-06-18 00:00:00,constructor_results_7927
11190,682,167,3.0,1967-06-18 00:00:00,constructor_results_7928
11189,682,6,4.0,1967-06-18 00:00:00,constructor_results_7929
11188,682,66,8.0,1967-06-18 00:00:00,constructor_results_7930
11187,682,190,9.0,1967-06-18 00:00:00,constructor_results_7931
11198,683,6,0.0,1967-07-02 00:00:00,constructor_results_7932
11197,683,167,3.0,1967-07-02 00:00:00,constructor_results_7933
11196,683,66,4.0,1967-07-02 00:00:00,constructor_results_7934
11195,683,191,9.0,1967-07-02 00:00:00,constructor_results_7935
11207,684,66,0.0,1967-07-15 00:00:00,constructor_results_7936
11206,684,11,1.0,1967-07-15 00:00:00,constructor_results_7937
11205,684,167,2.0,1967-07-15 00:00:00,constructor_results_7938
11204,684,6,4.0,1967-07-15 00:00:00,constructor_results_7939
11203,684,191,6.0,1967-07-15 00:00:00,constructor_results_7940
11202,684,180,9.0,1967-07-15 00:00:00,constructor_results_7941
11217,685,66,0.0,1967-08-06 00:00:00,constructor_results_7942
11216,685,182,0.0,1967-08-06 00:00:00,constructor_results_7943
11215,685,167,2.0,1967-08-06 00:00:00,constructor_results_7944
11214,685,180,0.0,1967-08-06 00:00:00,constructor_results_7945
11213,685,11,3.0,1967-08-06 00:00:00,constructor_results_7946
11212,685,6,4.0,1967-08-06 00:00:00,constructor_results_7947
11211,685,191,9.0,1967-08-06 00:00:00,constructor_results_7948
11227,686,194,0.0,1967-08-27 00:00:00,constructor_results_7949
11226,686,6,1.0,1967-08-27 00:00:00,constructor_results_7950
11225,686,66,2.0,1967-08-27 00:00:00,constructor_results_7951
11224,686,180,3.0,1967-08-27 00:00:00,constructor_results_7952
11223,686,190,4.0,1967-08-27 00:00:00,constructor_results_7953
11222,686,191,9.0,1967-08-27 00:00:00,constructor_results_7954
11237,687,6,0.0,1967-09-10 00:00:00,constructor_results_7955
11236,687,66,2.0,1967-09-10 00:00:00,constructor_results_7956
11235,687,167,3.0,1967-09-10 00:00:00,constructor_results_7957
11234,687,180,4.0,1967-09-10 00:00:00,constructor_results_7958
11233,687,191,6.0,1967-09-10 00:00:00,constructor_results_7959
11232,687,11,9.0,1967-09-10 00:00:00,constructor_results_7960
11245,688,6,0.0,1967-10-01 00:00:00,constructor_results_7961
11244,688,11,0.0,1967-10-01 00:00:00,constructor_results_7962
11243,688,187,0.0,1967-10-01 00:00:00,constructor_results_7963
11242,688,167,3.0,1967-10-01 00:00:00,constructor_results_7964
11241,688,191,4.0,1967-10-01 00:00:00,constructor_results_7965
11240,688,180,9.0,1967-10-01 00:00:00,constructor_results_7966
11255,689,6,0.0,1967-10-22 00:00:00,constructor_results_7967
11254,689,187,0.0,1967-10-22 00:00:00,constructor_results_7968
11253,689,167,1.0,1967-10-22 00:00:00,constructor_results_7969
11252,689,66,2.0,1967-10-22 00:00:00,constructor_results_7970
11251,689,11,3.0,1967-10-22 00:00:00,constructor_results_7971
11250,689,191,6.0,1967-10-22 00:00:00,constructor_results_7972
11249,689,180,9.0,1967-10-22 00:00:00,constructor_results_7973
11076,690,191,0.0,1966-05-22 00:00:00,constructor_results_7974
11075,690,176,0.0,1966-05-22 00:00:00,constructor_results_7975
11074,690,181,0.0,1966-05-22 00:00:00,constructor_results_7976
11073,690,172,0.0,1966-05-22 00:00:00,constructor_results_7977
11086,691,183,0.0,1966-06-12 00:00:00,constructor_results_7978
11085,691,172,0.0,1966-06-12 00:00:00,constructor_results_7979
11084,691,176,0.0,1966-06-12 00:00:00,constructor_results_7980
11083,691,66,0.0,1966-06-12 00:00:00,constructor_results_7981
11082,691,189,0.0,1966-06-12 00:00:00,constructor_results_7982
11095,692,66,0.0,1966-07-03 00:00:00,constructor_results_7983
11094,692,172,0.0,1966-07-03 00:00:00,constructor_results_7984
11093,692,183,0.0,1966-07-03 00:00:00,constructor_results_7985
11092,692,181,1.0,1966-07-03 00:00:00,constructor_results_7986
11091,692,189,2.0,1966-07-03 00:00:00,constructor_results_7987
11106,693,189,0.0,1966-07-16 00:00:00,constructor_results_7988
11105,693,176,0.0,1966-07-16 00:00:00,constructor_results_7989
11104,693,192,0.0,1966-07-16 00:00:00,constructor_results_7990
11103,693,181,0.0,1966-07-16 00:00:00,constructor_results_7991
11102,693,183,0.0,1966-07-16 00:00:00,constructor_results_7992
11101,693,188,1.0,1966-07-16 00:00:00,constructor_results_7993
11114,694,181,0.0,1966-07-24 00:00:00,constructor_results_7994
11113,694,167,0.0,1966-07-24 00:00:00,constructor_results_7995
11112,694,6,1.0,1966-07-24 00:00:00,constructor_results_7996
11111,694,176,2.0,1966-07-24 00:00:00,constructor_results_7997
11125,695,183,0.0,1966-08-07 00:00:00,constructor_results_7998
11124,695,192,0.0,1966-08-07 00:00:00,constructor_results_7999
11123,695,172,0.0,1966-08-07 00:00:00,constructor_results_8000
11122,695,176,0.0,1966-08-07 00:00:00,constructor_results_8001
11121,695,189,0.0,1966-08-07 00:00:00,constructor_results_8002
11134,696,11,0.0,1966-09-04 00:00:00,constructor_results_8003
11133,696,172,0.0,1966-09-04 00:00:00,constructor_results_8004
11132,696,66,0.0,1966-09-04 00:00:00,constructor_results_8005
11131,696,183,1.0,1966-09-04 00:00:00,constructor_results_8006
11146,697,190,0.0,1966-10-02 00:00:00,constructor_results_8007
11145,697,6,0.0,1966-10-02 00:00:00,constructor_results_8008
11144,697,191,0.0,1966-10-02 00:00:00,constructor_results_8009
11143,697,11,0.0,1966-10-02 00:00:00,constructor_results_8010
11142,697,66,0.0,1966-10-02 00:00:00,constructor_results_8011
11155,698,190,0.0,1966-10-23 00:00:00,constructor_results_8012
11154,698,66,0.0,1966-10-23 00:00:00,constructor_results_8013
11153,698,187,0.0,1966-10-23 00:00:00,constructor_results_8014
11152,698,176,0.0,1966-10-23 00:00:00,constructor_results_8015
11151,698,189,2.0,1966-10-23 00:00:00,constructor_results_8016
10918,700,11,0.0,1965-05-30 00:00:00,constructor_results_8017
10910,699,167,0.0,1965-01-01 00:00:00,constructor_results_8018
10909,699,93,0.0,1965-01-01 00:00:00,constructor_results_8019
10908,699,180,0.0,1965-01-01 00:00:00,constructor_results_8020
10907,699,184,0.0,1965-01-01 00:00:00,constructor_results_8021
10906,699,186,0.0,1965-01-01 00:00:00,constructor_results_8022
10917,700,176,0.0,1965-05-30 00:00:00,constructor_results_8023
10916,700,172,0.0,1965-05-30 00:00:00,constructor_results_8024
10915,700,183,0.0,1965-05-30 00:00:00,constructor_results_8025
10914,700,181,1.0,1965-05-30 00:00:00,constructor_results_8026
10913,700,170,2.0,1965-05-30 00:00:00,constructor_results_8027
10926,701,176,0.0,1965-06-13 00:00:00,constructor_results_8028
10925,701,6,0.0,1965-06-13 00:00:00,constructor_results_8029
10924,701,181,0.0,1965-06-13 00:00:00,constructor_results_8030
10923,701,11,1.0,1965-06-13 00:00:00,constructor_results_8031
10922,701,183,3.0,1965-06-13 00:00:00,constructor_results_8032
10932,702,170,0.0,1965-06-27 00:00:00,constructor_results_8033
10931,702,181,1.0,1965-06-27 00:00:00,constructor_results_8034
10930,702,183,3.0,1965-06-27 00:00:00,constructor_results_8035
10929,702,6,4.0,1965-06-27 00:00:00,constructor_results_8036
10942,703,11,0.0,1965-07-10 00:00:00,constructor_results_8037
10941,703,176,0.0,1965-07-10 00:00:00,constructor_results_8038
10940,703,170,0.0,1965-07-10 00:00:00,constructor_results_8039
10939,703,181,0.0,1965-07-10 00:00:00,constructor_results_8040
10949,704,176,0.0,1965-07-18 00:00:00,constructor_results_8041
10948,704,6,0.0,1965-07-18 00:00:00,constructor_results_8042
10947,704,11,1.0,1965-07-18 00:00:00,constructor_results_8043
10946,704,183,4.0,1965-07-18 00:00:00,constructor_results_8044
10957,705,181,0.0,1965-08-01 00:00:00,constructor_results_8045
10956,705,6,1.0,1965-08-01 00:00:00,constructor_results_8046
10955,705,170,3.0,1965-08-01 00:00:00,constructor_results_8047
10954,705,183,4.0,1965-08-01 00:00:00,constructor_results_8048
10953,705,66,6.0,1965-08-01 00:00:00,constructor_results_8049
10965,706,11,0.0,1965-09-12 00:00:00,constructor_results_8050
10964,706,172,0.0,1965-09-12 00:00:00,constructor_results_8051
10963,706,176,1.0,1965-09-12 00:00:00,constructor_results_8052
10962,706,170,2.0,1965-09-12 00:00:00,constructor_results_8053
10961,706,6,3.0,1965-09-12 00:00:00,constructor_results_8054
10973,707,181,0.0,1965-10-03 00:00:00,constructor_results_8055
10972,707,176,0.0,1965-10-03 00:00:00,constructor_results_8056
10971,707,11,0.0,1965-10-03 00:00:00,constructor_results_8057
10970,707,170,1.0,1965-10-03 00:00:00,constructor_results_8058
10981,708,66,0.0,1965-10-24 00:00:00,constructor_results_8059
10980,708,6,0.0,1965-10-24 00:00:00,constructor_results_8060
10979,708,176,1.0,1965-10-24 00:00:00,constructor_results_8061
10728,709,6,0.0,1964-05-10 00:00:00,constructor_results_8062
10727,709,183,0.0,1964-05-10 00:00:00,constructor_results_8063
10726,709,176,1.0,1964-05-10 00:00:00,constructor_results_8064
10725,709,170,2.0,1964-05-10 00:00:00,constructor_results_8065
10737,710,181,0.0,1964-05-24 00:00:00,constructor_results_8066
10736,710,170,0.0,1964-05-24 00:00:00,constructor_results_8067
10735,710,183,1.0,1964-05-24 00:00:00,constructor_results_8068
10734,710,176,2.0,1964-05-24 00:00:00,constructor_results_8069
10744,711,6,0.0,1964-06-14 00:00:00,constructor_results_8070
10743,711,94,0.0,1964-06-14 00:00:00,constructor_results_8071
10742,711,66,3.0,1964-06-14 00:00:00,constructor_results_8072
10741,711,183,4.0,1964-06-14 00:00:00,constructor_results_8073
10752,712,6,0.0,1964-06-28 00:00:00,constructor_results_8074
10751,712,176,0.0,1964-06-28 00:00:00,constructor_results_8075
10750,712,170,1.0,1964-06-28 00:00:00,constructor_results_8076
10749,712,172,3.0,1964-06-28 00:00:00,constructor_results_8077
10761,713,181,0.0,1964-07-11 00:00:00,constructor_results_8078
10760,713,94,0.0,1964-07-11 00:00:00,constructor_results_8079
10759,713,170,1.0,1964-07-11 00:00:00,constructor_results_8080
10758,713,183,3.0,1964-07-11 00:00:00,constructor_results_8081
10757,713,6,4.0,1964-07-11 00:00:00,constructor_results_8082
10771,714,170,0.0,1964-08-02 00:00:00,constructor_results_8083
10770,714,11,0.0,1964-08-02 00:00:00,constructor_results_8084
10769,714,176,0.0,1964-08-02 00:00:00,constructor_results_8085
10768,714,183,0.0,1964-08-02 00:00:00,constructor_results_8086
10767,714,172,0.0,1964-08-02 00:00:00,constructor_results_8087
10779,715,170,0.0,1964-08-23 00:00:00,constructor_results_8088
10778,715,181,0.0,1964-08-23 00:00:00,constructor_results_8089
10777,715,176,0.0,1964-08-23 00:00:00,constructor_results_8090
10776,715,94,2.0,1964-08-23 00:00:00,constructor_results_8091
10775,715,183,4.0,1964-08-23 00:00:00,constructor_results_8092
10788,716,176,0.0,1964-09-06 00:00:00,constructor_results_8093
10787,716,183,0.0,1964-09-06 00:00:00,constructor_results_8094
10786,716,181,0.0,1964-09-06 00:00:00,constructor_results_8095
10785,716,172,1.0,1964-09-06 00:00:00,constructor_results_8096
10784,716,94,2.0,1964-09-06 00:00:00,constructor_results_8097
10799,717,170,0.0,1964-10-04 00:00:00,constructor_results_8098
10798,717,11,0.0,1964-10-04 00:00:00,constructor_results_8099
10797,717,183,0.0,1964-10-04 00:00:00,constructor_results_8100
10796,717,176,0.0,1964-10-04 00:00:00,constructor_results_8101
10795,717,94,1.0,1964-10-04 00:00:00,constructor_results_8102
10794,717,172,2.0,1964-10-04 00:00:00,constructor_results_8103
10806,718,181,0.0,1964-10-25 00:00:00,constructor_results_8104
10805,718,94,0.0,1964-10-25 00:00:00,constructor_results_8105
10804,718,66,0.0,1964-10-25 00:00:00,constructor_results_8106
10803,718,170,0.0,1964-10-25 00:00:00,constructor_results_8107
10527,719,92,0.0,1963-05-26 00:00:00,constructor_results_8108
10526,719,54,0.0,1963-05-26 00:00:00,constructor_results_8109
10525,719,34,0.0,1963-05-26 00:00:00,constructor_results_8110
10524,719,26,0.0,1963-05-26 00:00:00,constructor_results_8111
10523,719,176,0.0,1963-05-26 00:00:00,constructor_results_8112
10522,719,172,1.0,1963-05-26 00:00:00,constructor_results_8113
10538,720,176,0.0,1963-06-09 00:00:00,constructor_results_8114
10537,720,26,0.0,1963-06-09 00:00:00,constructor_results_8115
10536,720,6,0.0,1963-06-09 00:00:00,constructor_results_8116
10535,720,92,0.0,1963-06-09 00:00:00,constructor_results_8117
10534,720,95,1.0,1963-06-09 00:00:00,constructor_results_8118
10533,720,66,3.0,1963-06-09 00:00:00,constructor_results_8119
10532,720,34,4.0,1963-06-09 00:00:00,constructor_results_8120
10550,721,54,0.0,1963-06-23 00:00:00,constructor_results_8121
10549,721,26,0.0,1963-06-23 00:00:00,constructor_results_8122
10548,721,170,0.0,1963-06-23 00:00:00,constructor_results_8123
10547,721,95,0.0,1963-06-23 00:00:00,constructor_results_8124
10546,721,176,0.0,1963-06-23 00:00:00,constructor_results_8125
10545,721,66,2.0,1963-06-23 00:00:00,constructor_results_8126
10560,722,92,0.0,1963-06-30 00:00:00,constructor_results_8127
10559,722,6,0.0,1963-06-30 00:00:00,constructor_results_8128
10558,722,94,0.0,1963-06-30 00:00:00,constructor_results_8129
10557,722,26,0.0,1963-06-30 00:00:00,constructor_results_8130
10556,722,176,1.0,1963-06-30 00:00:00,constructor_results_8131
10555,722,34,3.0,1963-06-30 00:00:00,constructor_results_8132
10573,723,94,0.0,1963-07-20 00:00:00,constructor_results_8133
10572,723,92,0.0,1963-07-20 00:00:00,constructor_results_8134
10571,723,97,0.0,1963-07-20 00:00:00,constructor_results_8135
10570,723,34,0.0,1963-07-20 00:00:00,constructor_results_8136
10569,723,95,0.0,1963-07-20 00:00:00,constructor_results_8137
10568,723,170,0.0,1963-07-20 00:00:00,constructor_results_8138
10567,723,26,0.0,1963-07-20 00:00:00,constructor_results_8139
10585,724,97,0.0,1963-08-04 00:00:00,constructor_results_8140
10584,724,26,0.0,1963-08-04 00:00:00,constructor_results_8141
10583,724,92,0.0,1963-08-04 00:00:00,constructor_results_8142
10582,724,34,0.0,1963-08-04 00:00:00,constructor_results_8143
10581,724,170,1.0,1963-08-04 00:00:00,constructor_results_8144
10580,724,176,2.0,1963-08-04 00:00:00,constructor_results_8145
10579,724,95,3.0,1963-08-04 00:00:00,constructor_results_8146
10600,725,167,0.0,1963-09-08 00:00:00,constructor_results_8147
10599,725,95,0.0,1963-09-08 00:00:00,constructor_results_8148
10598,725,92,0.0,1963-09-08 00:00:00,constructor_results_8149
10597,725,97,0.0,1963-09-08 00:00:00,constructor_results_8150
10596,725,6,0.0,1963-09-08 00:00:00,constructor_results_8151
10595,725,54,0.0,1963-09-08 00:00:00,constructor_results_8152
10594,725,26,0.0,1963-09-08 00:00:00,constructor_results_8153
10593,725,176,0.0,1963-09-08 00:00:00,constructor_results_8154
10611,726,26,0.0,1963-10-06 00:00:00,constructor_results_8155
10610,726,176,0.0,1963-10-06 00:00:00,constructor_results_8156
10609,726,170,0.0,1963-10-06 00:00:00,constructor_results_8157
10608,726,98,0.0,1963-10-06 00:00:00,constructor_results_8158
10607,726,95,1.0,1963-10-06 00:00:00,constructor_results_8159
10606,726,6,2.0,1963-10-06 00:00:00,constructor_results_8160
10605,726,34,3.0,1963-10-06 00:00:00,constructor_results_8161
10620,727,6,0.0,1963-10-27 00:00:00,constructor_results_8162
10619,727,54,0.0,1963-10-27 00:00:00,constructor_results_8163
10618,727,95,0.0,1963-10-27 00:00:00,constructor_results_8164
10617,727,176,0.0,1963-10-27 00:00:00,constructor_results_8165
10616,727,170,2.0,1963-10-27 00:00:00,constructor_results_8166
10333,729,26,0.0,1962-05-20 00:00:00,constructor_results_8167
10332,729,99,0.0,1962-05-20 00:00:00,constructor_results_8168
10331,729,95,1.0,1962-05-20 00:00:00,constructor_results_8169
10330,729,170,2.0,1962-05-20 00:00:00,constructor_results_8170
10329,729,6,4.0,1962-05-20 00:00:00,constructor_results_8171
10328,729,172,6.0,1962-05-20 00:00:00,constructor_results_8172
10341,730,175,0.0,1962-06-03 00:00:00,constructor_results_8173
10340,730,176,0.0,1962-06-03 00:00:00,constructor_results_8174
10339,730,172,0.0,1962-06-03 00:00:00,constructor_results_8175
10338,730,66,1.0,1962-06-03 00:00:00,constructor_results_8176
10337,730,95,2.0,1962-06-03 00:00:00,constructor_results_8177
10336,730,26,3.0,1962-06-03 00:00:00,constructor_results_8178
10347,731,170,0.0,1962-06-17 00:00:00,constructor_results_8179
10346,731,95,0.0,1962-06-17 00:00:00,constructor_results_8180
10345,731,26,2.0,1962-06-17 00:00:00,constructor_results_8181
10344,731,6,4.0,1962-06-17 00:00:00,constructor_results_8182
10343,731,66,6.0,1962-06-17 00:00:00,constructor_results_8183
10354,732,87,0.0,1962-07-08 00:00:00,constructor_results_8184
10353,732,172,0.0,1962-07-08 00:00:00,constructor_results_8185
10352,732,26,2.0,1962-07-08 00:00:00,constructor_results_8186
10351,732,66,4.0,1962-07-08 00:00:00,constructor_results_8187
10365,733,97,0.0,1962-07-21 00:00:00,constructor_results_8188
