resultId,raceId,driverId,constructorId,number,grid,position,positionOrder,points,laps,milliseconds,fastestLap,rank,statusId,date,results_rownum
16758,686,328,66,15.0,9,,14,0.0,65,,,,37,1967-08-27 00:00:00,results_16758
16759,686,371,189,11.0,15,,15,0.0,47,,,,62,1967-08-27 00:00:00,results_16759
16760,686,388,66,17.0,11,,16,0.0,18,,,,20,1967-08-27 00:00:00,results_16760
16761,686,358,167,71.0,8,,17,0.0,4,,,,80,1967-08-27 00:00:00,results_16761
16762,686,393,170,41.0,0,,18,0.0,0,,,,81,1967-08-27 00:00:00,results_16762
16763,687,341,11,14.0,9,1.0,1,9.0,68,6225000.0,,,1,1967-09-10 00:00:00,results_16763
16764,687,356,191,16.0,2,2.0,2,6.0,68,6225200.0,,,1,1967-09-10 00:00:00,results_16764
16765,687,373,180,20.0,1,3.0,3,4.0,68,6248100.0,,,1,1967-09-10 00:00:00,results_16765
16766,687,358,167,30.0,11,4.0,4,3.0,68,6281600.0,,,1,1967-09-10 00:00:00,results_16766
16767,687,374,66,36.0,12,5.0,5,2.0,67,,,,11,1967-09-10 00:00:00,results_16767
16768,687,235,167,32.0,15,6.0,6,1.0,66,,,,12,1967-09-10 00:00:00,results_16768
16769,687,278,6,2.0,4,7.0,7,0.0,64,,,,14,1967-09-10 00:00:00,results_16769
16770,687,289,180,22.0,8,,8,0.0,58,,,,5,1967-09-10 00:00:00,results_16770
16771,687,346,167,6.0,13,,9,0.0,50,,,,3,1967-09-10 00:00:00,results_16771
16772,687,394,180,24.0,17,,10,0.0,50,,,,5,1967-09-10 00:00:00,results_16772
16773,687,360,194,4.0,3,,11,0.0,46,,,,5,1967-09-10 00:00:00,results_16773
16774,687,347,167,26.0,14,,12,0.0,46,,,,25,1967-09-10 00:00:00,results_16774
16775,687,328,66,34.0,7,,13,0.0,45,,,,5,1967-09-10 00:00:00,results_16775
16776,687,304,191,18.0,6,,14,0.0,30,,,,25,1967-09-10 00:00:00,results_16776
16777,687,389,191,12.0,18,,15,0.0,26,,,,5,1967-09-10 00:00:00,results_16777
16778,687,388,66,38.0,16,,16,0.0,16,,,,98,1967-09-10 00:00:00,results_16778
16779,687,375,190,10.0,10,,17,0.0,5,,,,5,1967-09-10 00:00:00,results_16779
16780,687,364,190,8.0,5,,18,0.0,4,,,,5,1967-09-10 00:00:00,results_16780
16781,688,373,180,5.0,2,1.0,1,9.0,108,7393200.0,,,1,1967-10-01 00:00:00,results_16781
16782,688,289,180,6.0,1,2.0,2,6.0,108,7399500.0,,,1,1967-10-01 00:00:00,results_16782
16783,688,304,191,2.0,6,3.0,3,4.0,107,,,,11,1967-10-01 00:00:00,results_16783
16784,688,346,167,15.0,12,4.0,4,3.0,106,,,,12,1967-10-01 00:00:00,results_16784
16785,688,356,191,1.0,5,5.0,5,2.0,104,,,,14,1967-10-01 00:00:00,results_16785
16786,688,347,167,16.0,15,6.0,6,1.0,101,,,,17,1967-10-01 00:00:00,results_16786
16787,688,306,187,22.0,18,7.0,7,0.0,101,,,,17,1967-10-01 00:00:00,results_16787
16788,688,341,11,3.0,11,,8,0.0,96,,,,91,1967-10-01 00:00:00,results_16788
16789,688,278,6,9.0,4,,9,0.0,95,,,,5,1967-10-01 00:00:00,results_16789
16790,688,328,66,7.0,10,,10,0.0,72,,,,98,1967-10-01 00:00:00,results_16790
16791,688,235,167,21.0,16,,11,0.0,45,,,,25,1967-10-01 00:00:00,results_16791
16792,688,389,191,19.0,17,,12,0.0,43,,,,5,1967-10-01 00:00:00,results_16792
16793,688,388,66,17.0,14,,13,0.0,41,,,,5,1967-10-01 00:00:00,results_16793
16794,688,374,66,8.0,13,,14,0.0,35,,,,5,1967-10-01 00:00:00,results_16794
16795,688,358,167,4.0,8,,15,0.0,33,,,,5,1967-10-01 00:00:00,results_16795
16796,688,364,190,11.0,3,,16,0.0,24,,,,22,1967-10-01 00:00:00,results_16796
16797,688,360,194,14.0,9,,17,0.0,16,,,,47,1967-10-01 00:00:00,results_16797
16798,688,382,180,18.0,7,,18,0.0,7,,,,80,1967-10-01 00:00:00,results_16798
16799,689,373,180,5.0,1,1.0,1,9.0,65,7168700.0,,,1,1967-10-22 00:00:00,results_16799
16800,689,356,191,1.0,5,2.0,2,6.0,65,7254060.0,,,1,1967-10-22 00:00:00,results_16800
16801,689,304,191,2.0,6,3.0,3,4.0,64,,,,11,1967-10-22 00:00:00,results_16801
16802,689,341,11,3.0,7,4.0,4,3.0,64,,,,11,1967-10-22 00:00:00,results_16802
16803,689,374,66,8.0,11,5.0,5,2.0,63,,,,12,1967-10-22 00:00:00,results_16803
16804,689,345,167,21.0,13,6.0,6,1.0,63,,,,12,1967-10-22 00:00:00,results_16804
16805,689,306,187,22.0,14,7.0,7,0.0,63,,,,12,1967-10-22 00:00:00,results_16805
16806,689,395,6,12.0,16,8.0,8,0.0,63,,,,12,1967-10-22 00:00:00,results_16806
16807,689,278,6,9.0,2,9.0,9,0.0,62,,,,60,1967-10-22 00:00:00,results_16807
16808,689,347,167,16.0,17,10.0,10,0.0,61,,,,14,1967-10-22 00:00:00,results_16808
16809,689,389,191,19.0,19,11.0,11,0.0,41,,,,14,1967-10-22 00:00:00,results_16809
16810,689,346,167,15.0,10,12.0,12,0.0,59,,,,25,1967-10-22 00:00:00,results_16810
16811,689,360,194,14.0,8,,13,0.0,45,,,,51,1967-10-22 00:00:00,results_16811
16812,689,388,66,17.0,15,,14,0.0,33,,,,44,1967-10-22 00:00:00,results_16812
16813,689,328,66,7.0,12,,15,0.0,24,,,,5,1967-10-22 00:00:00,results_16813
16814,689,289,180,6.0,4,,16,0.0,18,,,,86,1967-10-22 00:00:00,results_16814
16815,689,382,176,18.0,9,,17,0.0,12,,,,22,1967-10-22 00:00:00,results_16815
16816,689,364,189,11.0,3,,18,0.0,4,,,,21,1967-10-22 00:00:00,results_16816
16817,689,392,176,10.0,10,,19,0.0,0,,,,69,1967-10-22 00:00:00,results_16817
16818,690,328,66,12.0,3,1.0,1,9.0,100,9190500.0,,,1,1966-05-22 00:00:00,results_16818
16819,690,385,6,16.0,5,2.0,2,6.0,100,9230700.0,,,1,1966-05-22 00:00:00,results_16819
16820,690,289,66,11.0,4,3.0,3,4.0,99,,,,11,1966-05-22 00:00:00,results_16820
16821,690,396,66,19.0,16,4.0,4,3.0,95,,,,15,1966-05-22 00:00:00,results_16821
16822,690,386,167,9.0,9,,5,0.0,80,,,,7,1966-05-22 00:00:00,results_16822
16823,690,389,167,21.0,15,,6,0.0,75,,,,62,1966-05-22 00:00:00,results_16823
16824,690,347,167,18.0,16,,7,0.0,73,,,,62,1966-05-22 00:00:00,results_16824
16825,690,373,172,4.0,1,,8,0.0,60,,,,22,1966-05-22 00:00:00,results_16825
16826,690,358,167,10.0,7,,9,0.0,56,,,,5,1966-05-22 00:00:00,results_16826
16827,690,346,181,14.0,13,,10,0.0,35,,,,8,1966-05-22 00:00:00,results_16827
16828,690,374,176,6.0,12,,11,0.0,34,,,,22,1966-05-22 00:00:00,results_16828
16829,690,356,191,7.0,11,,12,0.0,17,,,,6,1966-05-22 00:00:00,results_16829
16830,690,341,6,17.0,2,,13,0.0,16,,,,7,1966-05-22 00:00:00,results_16830
16831,690,304,183,8.0,6,,14,0.0,15,,,,7,1966-05-22 00:00:00,results_16831
16832,690,360,187,2.0,10,,15,0.0,9,,,,44,1966-05-22 00:00:00,results_16832
16833,690,383,183,15.0,8,,16,0.0,3,,,,5,1966-05-22 00:00:00,results_16833
16834,691,341,6,6.0,1,1.0,1,9.0,28,7751300.0,,,1,1966-06-12 00:00:00,results_16834
16835,691,358,167,19.0,2,2.0,2,6.0,28,7793400.0,,,1,1966-06-12 00:00:00,results_16835
16836,691,385,6,7.0,5,3.0,3,4.0,27,,,,11,1966-06-12 00:00:00,results_16836
16837,691,356,191,3.0,4,4.0,4,3.0,26,,,,12,1966-06-12 00:00:00,results_16837
16838,691,386,167,18.0,8,5.0,5,2.0,25,,,,13,1966-06-12 00:00:00,results_16838
16839,691,389,167,22.0,12,,6,0.0,24,,,,62,1966-06-12 00:00:00,results_16839
16840,691,364,189,27.0,15,,7,0.0,23,,,,62,1966-06-12 00:00:00,results_16840
16841,691,328,66,15.0,3,,8,0.0,0,,,,3,1966-06-12 00:00:00,results_16841
16842,691,347,167,20.0,6,,9,0.0,0,,,,3,1966-06-12 00:00:00,results_16842
16843,691,374,176,16.0,7,,10,0.0,0,,,,3,1966-06-12 00:00:00,results_16843
16844,691,289,66,14.0,9,,11,0.0,0,,,,3,1966-06-12 00:00:00,results_16844
16845,691,373,172,10.0,10,,12,0.0,0,,,,5,1966-06-12 00:00:00,results_16845
16846,691,396,66,8.0,11,,13,0.0,0,,,,3,1966-06-12 00:00:00,results_16846
16847,691,304,183,4.0,13,,14,0.0,0,,,,3,1966-06-12 00:00:00,results_16847
16848,691,346,167,21.0,14,,15,0.0,0,,,,3,1966-06-12 00:00:00,results_16848
16849,691,360,188,24.0,0,,16,0.0,0,,,,54,1966-06-12 00:00:00,results_16849
16850,691,397,176,11.0,0,,17,0.0,0,,,,5,1966-06-12 00:00:00,results_16850
16851,691,398,66,8.0,0,,18,0.0,0,,,,54,1966-06-12 00:00:00,results_16851
16852,692,356,191,12.0,4,1.0,1,9.0,48,6511300.0,,,1,1966-07-03 00:00:00,results_16852
16853,692,387,6,22.0,3,2.0,2,6.0,48,6520800.0,,,1,1966-07-03 00:00:00,results_16853
16854,692,304,191,14.0,9,3.0,3,4.0,46,,,,12,1966-07-03 00:00:00,results_16854
16855,692,358,167,6.0,5,4.0,4,3.0,46,,,,12,1966-07-03 00:00:00,results_16855
16856,692,364,189,26.0,14,5.0,5,2.0,45,,,,13,1966-07-03 00:00:00,results_16856
16857,692,399,181,44.0,15,6.0,6,1.0,45,,,,13,1966-07-03 00:00:00,results_16857
16858,692,383,183,36.0,12,7.0,7,0.0,44,,,,14,1966-07-03 00:00:00,results_16858
16859,692,278,167,8.0,7,8.0,8,0.0,44,,,,14,1966-07-03 00:00:00,results_16859
16860,692,389,167,42.0,11,,9,0.0,42,,,,62,1966-07-03 00:00:00,results_16860
16861,692,345,172,2.0,13,,10,0.0,40,,,,44,1966-07-03 00:00:00,results_16861
16862,692,385,6,20.0,1,,11,0.0,37,,,,62,1966-07-03 00:00:00,results_16862
16863,692,347,183,30.0,17,,12,0.0,32,,,,62,1966-07-03 00:00:00,results_16863
16864,692,289,66,16.0,8,,13,0.0,13,,,,5,1966-07-03 00:00:00,results_16864
16865,692,346,167,38.0,6,,14,0.0,10,,,,69,1966-07-03 00:00:00,results_16865
16866,692,374,176,32.0,10,,15,0.0,8,,,,8,1966-07-03 00:00:00,results_16866
16867,692,341,167,10.0,2,,16,0.0,5,,,,69,1966-07-03 00:00:00,results_16867
16868,692,397,176,4.0,16,,17,0.0,3,,,,6,1966-07-03 00:00:00,results_16868
16869,693,356,191,5.0,1,1.0,1,9.0,80,7993400.0,,,1,1966-07-16 00:00:00,results_16869
16870,693,304,191,6.0,2,2.0,2,6.0,80,8003000.0,,,1,1966-07-16 00:00:00,results_16870
16871,693,289,66,3.0,4,3.0,3,4.0,79,,,,11,1966-07-16 00:00:00,results_16871
16872,693,373,172,1.0,5,4.0,4,3.0,79,,,,11,1966-07-16 00:00:00,results_16872
16873,693,358,167,11.0,7,5.0,5,2.0,79,,,,11,1966-07-16 00:00:00,results_16873
16874,693,360,188,14.0,13,6.0,6,1.0,78,,,,12,1966-07-16 00:00:00,results_16874
16875,693,388,183,7.0,12,7.0,7,0.0,78,,,,12,1966-07-16 00:00:00,results_16875
16876,693,399,181,22.0,16,8.0,8,0.0,76,,,,14,1966-07-16 00:00:00,results_16876
16877,693,396,66,25.0,14,9.0,9,0.0,76,,,,14,1966-07-16 00:00:00,results_16877
16878,693,389,167,19.0,17,10.0,10,0.0,75,,,,15,1966-07-16 00:00:00,results_16878
16879,693,400,192,24.0,19,11.0,11,0.0,73,,,,17,1966-07-16 00:00:00,results_16879
16880,693,383,183,21.0,10,,12,0.0,70,,,,62,1966-07-16 00:00:00,results_16880
16881,693,346,167,20.0,11,,13,0.0,70,,,,62,1966-07-16 00:00:00,results_16881
16882,693,341,167,12.0,6,,14,0.0,67,,,,7,1966-07-16 00:00:00,results_16882
16883,693,347,183,18.0,15,,15,0.0,42,,,,8,1966-07-16 00:00:00,results_16883
16884,693,397,176,2.0,20,,16,0.0,32,,,,6,1966-07-16 00:00:00,results_16884
16885,693,328,66,4.0,8,,17,0.0,17,,,,5,1966-07-16 00:00:00,results_16885
16886,693,374,176,17.0,9,,18,0.0,15,,,,44,1966-07-16 00:00:00,results_16886
16887,693,364,189,16.0,3,,19,0.0,9,,,,5,1966-07-16 00:00:00,results_16887
16888,693,401,91,23.0,18,,20,0.0,0,,,,5,1966-07-16 00:00:00,results_16888
16889,694,356,191,16.0,1,1.0,1,9.0,90,8432500.0,,,1,1966-07-24 00:00:00,results_16889
16890,694,289,66,12.0,7,2.0,2,6.0,89,,,,11,1966-07-24 00:00:00,results_16890
16891,694,373,172,6.0,3,3.0,3,4.0,88,,,,12,1966-07-24 00:00:00,results_16891
16892,694,328,66,14.0,8,4.0,4,3.0,88,,,,12,1966-07-24 00:00:00,results_16892
16893,694,374,176,32.0,12,5.0,5,2.0,87,,,,13,1966-07-24 00:00:00,results_16893
16894,694,385,6,2.0,9,6.0,6,1.0,87,,,,13,1966-07-24 00:00:00,results_16894
16895,694,347,167,30.0,13,7.0,7,0.0,84,,,,16,1966-07-24 00:00:00,results_16895
16896,694,399,181,38.0,17,8.0,8,0.0,84,,,,16,1966-07-24 00:00:00,results_16896
16897,694,389,167,36.0,16,9.0,9,0.0,84,,,,16,1966-07-24 00:00:00,results_16897
16898,694,346,167,28.0,11,,10,0.0,79,,,,5,1966-07-24 00:00:00,results_16898
16899,694,383,183,34.0,14,,11,0.0,73,,,,22,1966-07-24 00:00:00,results_16899
16900,694,341,167,24.0,10,,12,0.0,44,,,,10,1966-07-24 00:00:00,results_16900
16901,694,304,191,18.0,2,,13,0.0,37,,,,80,1966-07-24 00:00:00,results_16901
16902,694,397,176,8.0,15,,14,0.0,28,,,,80,1966-07-24 00:00:00,results_16902
16903,694,364,189,10.0,4,,15,0.0,26,,,,44,1966-07-24 00:00:00,results_16903
16904,694,387,6,4.0,5,,16,0.0,10,,,,3,1966-07-24 00:00:00,results_16904
16905,694,358,167,26.0,6,,17,0.0,2,,,,3,1966-07-24 00:00:00,results_16905
16906,695,356,191,3.0,5,1.0,1,9.0,15,8823000.0,,,1,1966-08-07 00:00:00,results_16906
16907,695,341,167,7.0,2,2.0,2,6.0,15,8867400.0,,,1,1966-08-07 00:00:00,results_16907
16908,695,358,167,8.0,9,3.0,3,4.0,15,8975600.0,,,1,1966-08-07 00:00:00,results_16908
16909,695,289,66,5.0,10,4.0,4,3.0,15,9224400.0,,,1,1966-08-07 00:00:00,results_16909
16910,695,328,66,6.0,3,5.0,5,2.0,15,9331900.0,,,1,1966-08-07 00:00:00,results_16910
16911,695,385,6,9.0,6,6.0,6,1.0,15,9479400.0,,,1,1966-08-07 00:00:00,results_16911
16912,695,364,189,12.0,8,7.0,7,0.0,14,,,,10,1966-08-07 00:00:00,results_16912
16913,695,397,176,2.0,17,8.0,8,0.0,14,,,,11,1966-08-07 00:00:00,results_16913
16914,695,374,176,15.0,13,,9,0.0,12,,,,91,1966-08-07 00:00:00,results_16914
16915,695,373,172,1.0,1,,10,0.0,11,,,,3,1966-08-07 00:00:00,results_16915
16916,695,400,192,20.0,26,,11,0.0,10,,,,22,1966-08-07 00:00:00,results_16916
16917,695,375,6,11.0,4,,12,0.0,9,,,,10,1966-08-07 00:00:00,results_16917
16918,695,387,6,10.0,7,,13,0.0,9,,,,3,1966-08-07 00:00:00,results_16918
16919,695,304,191,4.0,15,,14,0.0,8,,,,80,1966-08-07 00:00:00,results_16919
16920,695,347,167,17.0,12,,15,0.0,3,,,,8,1966-08-07 00:00:00,results_16920
16921,695,396,66,14.0,11,,16,0.0,3,,,,5,1966-08-07 00:00:00,results_16921
16922,695,383,183,19.0,14,,17,0.0,2,,,,7,1966-08-07 00:00:00,results_16922
16923,695,399,181,16.0,25,,18,0.0,0,,,,3,1966-08-07 00:00:00,results_16923
16924,695,389,167,18.0,0,,19,0.0,0,,,,82,1966-08-07 00:00:00,results_16924
16925,696,375,6,6.0,2,1.0,1,9.0,68,6434800.0,,,1,1966-09-04 00:00:00,results_16925
16926,696,387,6,4.0,1,2.0,2,6.0,68,6440600.0,,,1,1966-09-04 00:00:00,results_16926
16927,696,304,191,12.0,10,3.0,3,4.0,68,6440900.0,,,1,1966-09-04 00:00:00,results_16927
16928,696,358,167,16.0,8,4.0,4,3.0,67,,,,11,1966-09-04 00:00:00,results_16928
16929,696,374,176,42.0,14,5.0,5,2.0,67,,,,11,1966-09-04 00:00:00,results_16929
16930,696,383,183,40.0,15,6.0,6,1.0,66,,,,12,1966-09-04 00:00:00,results_16930
16931,696,396,66,48.0,18,7.0,7,0.0,65,,,,13,1966-09-04 00:00:00,results_16931
16932,696,397,176,24.0,13,8.0,8,0.0,63,,,,5,1966-09-04 00:00:00,results_16932
16933,696,402,172,20.0,20,9.0,9,0.0,63,,,,15,1966-09-04 00:00:00,results_16933
16934,696,394,6,44.0,16,,10,0.0,59,,,,62,1966-09-04 00:00:00,results_16934
16935,696,373,176,22.0,3,,11,0.0,58,,,,6,1966-09-04 00:00:00,results_16935
16936,696,346,167,36.0,17,,12,0.0,46,,,,5,1966-09-04 00:00:00,results_16936
16937,696,385,6,2.0,5,,13,0.0,33,,,,80,1966-09-04 00:00:00,results_16937
16938,696,341,167,14.0,4,,14,0.0,31,,,,95,1966-09-04 00:00:00,results_16938
16939,696,386,11,18.0,7,,15,0.0,16,,,,3,1966-09-04 00:00:00,results_16939
16940,696,356,191,10.0,6,,16,0.0,7,,,,44,1966-09-04 00:00:00,results_16940
16941,696,364,190,30.0,19,,17,0.0,7,,,,5,1966-09-04 00:00:00,results_16941
16942,696,328,66,28.0,9,,18,0.0,5,,,,95,1966-09-04 00:00:00,results_16942
16943,696,347,167,38.0,12,,19,0.0,3,,,,37,1966-09-04 00:00:00,results_16943
16944,696,289,66,26.0,11,,20,0.0,0,,,,5,1966-09-04 00:00:00,results_16944
16945,696,403,189,34.0,0,,21,0.0,0,,,,81,1966-09-04 00:00:00,results_16945
16946,696,278,181,32.0,0,,22,0.0,0,,,,81,1966-09-04 00:00:00,results_16946
16947,697,373,176,1.0,2,1.0,1,9.0,108,7780110.0,,,1,1966-10-02 00:00:00,results_16947
16948,697,358,167,8.0,9,2.0,2,6.0,107,,,,60,1966-10-02 00:00:00,results_16948
16949,697,341,167,7.0,4,3.0,3,4.0,107,,,,11,1966-10-02 00:00:00,results_16949
16950,697,346,167,19.0,13,4.0,4,3.0,105,,,,13,1966-10-02 00:00:00,results_16950
16951,697,360,187,17.0,11,5.0,5,2.0,105,,,,13,1966-10-02 00:00:00,results_16951
16952,697,397,172,2.0,19,6.0,6,1.0,101,,,,17,1966-10-02 00:00:00,results_16952
16953,697,404,66,10.0,17,,7,0.0,96,,,,91,1966-10-02 00:00:00,results_16953
16954,697,386,11,12.0,8,,8,0.0,81,,,,62,1966-10-02 00:00:00,results_16954
16955,697,374,176,18.0,12,,9,0.0,74,,,,80,1966-10-02 00:00:00,results_16955
16956,697,405,11,14.0,18,,10,0.0,58,,,,5,1966-10-02 00:00:00,results_16956
16957,697,347,167,22.0,15,,11,0.0,57,,,,62,1966-10-02 00:00:00,results_16957
16958,697,356,191,5.0,1,,12,0.0,55,,,,5,1966-10-02 00:00:00,results_16958
16959,697,328,66,4.0,6,,13,0.0,53,,,,5,1966-10-02 00:00:00,results_16959
16960,697,289,66,3.0,5,,14,0.0,52,,,,24,1966-10-02 00:00:00,results_16960
16961,697,385,6,9.0,3,,15,0.0,34,,,,5,1966-10-02 00:00:00,results_16961
16962,697,304,191,6.0,7,,16,0.0,18,,,,5,1966-10-02 00:00:00,results_16962
16963,697,345,176,11.0,10,,17,0.0,13,,,,31,1966-10-02 00:00:00,results_16963
16964,697,364,190,15.0,14,,18,0.0,13,,,,8,1966-10-02 00:00:00,results_16964
16965,697,396,189,16.0,16,,19,0.0,5,,,,2,1966-10-02 00:00:00,results_16965
16966,698,341,167,7.0,1,1.0,1,9.0,65,7595340.0,,,1,1966-10-23 00:00:00,results_16966
16967,698,356,191,5.0,4,2.0,2,6.0,65,7603220.0,,,1,1966-10-23 00:00:00,results_16967
16968,698,304,191,6.0,6,3.0,3,4.0,64,,,,11,1966-10-23 00:00:00,results_16968
16969,698,386,11,12.0,3,4.0,4,3.0,64,,,,11,1966-10-23 00:00:00,results_16969
16970,698,364,189,15.0,9,5.0,5,2.0,64,,,,11,1966-10-23 00:00:00,results_16970
16971,698,347,167,22.0,12,6.0,6,1.0,63,,,,12,1966-10-23 00:00:00,results_16971
16972,698,397,176,2.0,17,7.0,7,0.0,61,,,,14,1966-10-23 00:00:00,results_16972
16973,698,405,11,14.0,13,8.0,8,0.0,60,,,,15,1966-10-23 00:00:00,results_16973
16974,698,345,176,11.0,8,,9,0.0,49,,,,24,1966-10-23 00:00:00,results_16974
16975,698,360,187,17.0,14,,10,0.0,40,,,,5,1966-10-23 00:00:00,results_16975
16976,698,346,167,19.0,11,,11,0.0,33,,,,22,1966-10-23 00:00:00,results_16976
16977,698,358,167,8.0,5,,12,0.0,32,,,,22,1966-10-23 00:00:00,results_16977
16978,698,404,66,10.0,16,,13,0.0,28,,,,7,1966-10-23 00:00:00,results_16978
16979,698,328,66,4.0,10,,14,0.0,26,,,,44,1966-10-23 00:00:00,results_16979
16980,698,396,190,16.0,18,,15,0.0,24,,,,69,1966-10-23 00:00:00,results_16980
16981,698,289,66,3.0,7,,16,0.0,18,,,,5,1966-10-23 00:00:00,results_16981
16982,698,373,176,1.0,2,,17,0.0,9,,,,6,1966-10-23 00:00:00,results_16982
16983,698,382,167,9.0,15,,18,0.0,9,,,,25,1966-10-23 00:00:00,results_16983
16984,699,373,172,5.0,1,1.0,1,9.0,85,7606000.0,,,1,1965-01-01 00:00:00,results_16984
16985,699,341,6,1.0,2,2.0,2,6.0,85,7635000.0,,,1,1965-01-01 00:00:00,results_16985
16986,699,289,66,3.0,5,3.0,3,4.0,85,7637800.0,,,1,1965-01-01 00:00:00,results_16986
16987,699,374,172,6.0,4,4.0,4,3.0,85,7660400.0,,,1,1965-01-01 00:00:00,results_16987
16988,699,360,170,9.0,8,5.0,5,2.0,84,,,,11,1965-01-01 00:00:00,results_16988
16989,699,328,66,4.0,11,6.0,6,1.0,83,,,,12,1965-01-01 00:00:00,results_16989
16990,699,346,181,12.0,14,7.0,7,0.0,83,,,,12,1965-01-01 00:00:00,results_16990
16991,699,356,183,7.0,3,8.0,8,0.0,81,,,,14,1965-01-01 00:00:00,results_16991
16992,699,406,182,18.0,16,9.0,9,0.0,81,,,,14,1965-01-01 00:00:00,results_16992
16993,699,362,51,20.0,17,10.0,10,0.0,79,,,,16,1965-01-01 00:00:00,results_16993
16994,699,408,176,15.0,13,11.0,11,0.0,77,,,,18,1965-01-01 00:00:00,results_16994
16995,699,380,181,16.0,15,12.0,12,0.0,75,,,,88,1965-01-01 00:00:00,results_16995
16996,699,368,185,25.0,20,13.0,13,0.0,73,,,,55,1965-01-01 00:00:00,results_16996
16997,699,407,182,19.0,19,14.0,14,0.0,71,,,,111,1965-01-01 00:00:00,results_16997
16998,699,385,6,2.0,6,15.0,15,0.0,66,,,,80,1965-01-01 00:00:00,results_16998
16999,699,383,183,14.0,12,,16,0.0,50,,,,62,1965-01-01 00:00:00,results_16999
17000,699,347,183,11.0,7,,17,0.0,42,,,,8,1965-01-01 00:00:00,results_17000
17001,699,358,170,10.0,10,,18,0.0,39,,,,10,1965-01-01 00:00:00,results_17001
17002,699,340,170,17.0,18,,19,0.0,20,,,,86,1965-01-01 00:00:00,results_17002
17003,699,364,183,8.0,9,,20,0.0,11,,,,80,1965-01-01 00:00:00,results_17003
17004,699,409,186,28.0,0,,21,0.0,0,,,,81,1965-01-01 00:00:00,results_17004
17005,699,410,172,23.0,0,,22,0.0,0,,,,81,1965-01-01 00:00:00,results_17005
17006,699,411,184,21.0,0,,23,0.0,0,,,,81,1965-01-01 00:00:00,results_17006
17007,699,412,180,27.0,0,,24,0.0,0,,,,81,1965-01-01 00:00:00,results_17007
17008,699,413,172,22.0,0,,25,0.0,0,,,,81,1965-01-01 00:00:00,results_17008
17009,699,414,172,24.0,0,,26,0.0,0,,,,97,1965-01-01 00:00:00,results_17009
17010,699,334,185,29.0,0,,27,0.0,0,,,,97,1965-01-01 00:00:00,results_17010
17011,699,293,180,32.0,0,,28,0.0,0,,,,97,1965-01-01 00:00:00,results_17011
17012,699,415,93,26.0,0,,29,0.0,0,,,,54,1965-01-01 00:00:00,results_17012
17013,699,416,167,31.0,0,,30,0.0,0,,,,54,1965-01-01 00:00:00,results_17013
17014,699,417,170,33.0,0,,31,0.0,0,,,,54,1965-01-01 00:00:00,results_17014
17015,700,289,66,3.0,1,1.0,1,9.0,100,9459600.0,,,1,1965-05-30 00:00:00,results_17015
17016,700,385,6,17.0,4,2.0,2,6.0,100,9523600.0,,,1,1965-05-30 00:00:00,results_17016
17017,700,328,66,4.0,3,3.0,3,4.0,100,9561500.0,,,1,1965-05-30 00:00:00,results_17017
17018,700,341,6,18.0,5,4.0,4,3.0,99,,,,60,1965-05-30 00:00:00,results_17018
17019,700,360,170,7.0,7,5.0,5,2.0,98,,,,12,1965-05-30 00:00:00,results_17019
17020,700,346,181,14.0,10,6.0,6,1.0,98,,,,12,1965-05-30 00:00:00,results_17020
17021,700,347,183,12.0,13,7.0,7,0.0,97,,,,13,1965-05-30 00:00:00,results_17021
17022,700,304,183,2.0,8,8.0,8,0.0,92,,,,18,1965-05-30 00:00:00,results_17022
17023,700,383,183,9.0,9,9.0,9,0.0,85,,,,112,1965-05-30 00:00:00,results_17023
17024,700,406,172,10.0,14,10.0,10,0.0,79,,,,3,1965-05-30 00:00:00,results_17024
17025,700,356,183,1.0,2,,11,0.0,43,,,,5,1965-05-30 00:00:00,results_17025
17026,700,370,176,15.0,6,,12,0.0,43,,,,36,1965-05-30 00:00:00,results_17026
17027,700,405,11,19.0,15,,13,0.0,33,,,,6,1965-05-30 00:00:00,results_17027
17028,700,380,181,11.0,11,,14,0.0,29,,,,5,1965-05-30 00:00:00,results_17028
17029,700,305,176,16.0,12,,15,0.0,12,,,,6,1965-05-30 00:00:00,results_17029
17030,700,386,11,20.0,17,,16,0.0,0,,,,86,1965-05-30 00:00:00,results_17030
17031,700,358,170,8.0,0,,17,0.0,0,,,,81,1965-05-30 00:00:00,results_17031
17032,701,373,172,17.0,2,1.0,1,9.0,32,8614800.0,,,1,1965-06-13 00:00:00,results_17032
17033,701,328,66,8.0,3,2.0,2,6.0,32,8659600.0,,,1,1965-06-13 00:00:00,results_17033
17034,701,360,170,4.0,9,3.0,3,4.0,31,,,,11,1965-06-13 00:00:00,results_17034
17035,701,356,183,14.0,10,4.0,4,3.0,31,,,,11,1965-06-13 00:00:00,results_17035
17036,701,289,66,7.0,1,5.0,5,2.0,31,,,,11,1965-06-13 00:00:00,results_17036
17037,701,386,11,10.0,4,6.0,6,1.0,31,,,,11,1965-06-13 00:00:00,results_17037
17038,701,374,172,18.0,12,7.0,7,0.0,31,,,,11,1965-06-13 00:00:00,results_17038
17039,701,346,181,21.0,8,8.0,8,0.0,31,,,,11,1965-06-13 00:00:00,results_17039
17040,701,385,6,2.0,15,9.0,9,0.0,30,,,,12,1965-06-13 00:00:00,results_17040
17041,701,364,183,15.0,5,10.0,10,0.0,30,,,,12,1965-06-13 00:00:00,results_17041
