constructorStandingsId,raceId,constructorId,points,position,wins,date,constructor_standings_rownum
23503,531,63,0.0,14,0,1978-05-07 00:00:00,constructor_standings_6755
23502,531,3,3.0,9,0,1978-05-07 00:00:00,constructor_standings_6756
23539,532,64,0.0,19,0,1978-05-21 00:00:00,constructor_standings_6757
23538,532,65,0.0,13,0,1978-05-21 00:00:00,constructor_standings_6758
23537,532,57,0.0,16,0,1978-05-21 00:00:00,constructor_standings_6759
23536,532,60,0.0,17,0,1978-05-21 00:00:00,constructor_standings_6760
23535,532,4,0.0,14,0,1978-05-21 00:00:00,constructor_standings_6761
23534,532,55,0.0,18,0,1978-05-21 00:00:00,constructor_standings_6762
23533,532,21,2.0,11,0,1978-05-21 00:00:00,constructor_standings_6763
23532,532,32,36.0,1,3,1978-05-21 00:00:00,constructor_standings_6764
23531,532,34,20.0,4,0,1978-05-21 00:00:00,constructor_standings_6765
23530,532,25,25.0,2,1,1978-05-21 00:00:00,constructor_standings_6766
23529,532,1,3.0,8,0,1978-05-21 00:00:00,constructor_standings_6767
23528,532,6,22.0,3,2,1978-05-21 00:00:00,constructor_standings_6768
23527,532,56,6.0,5,0,1978-05-21 00:00:00,constructor_standings_6769
23526,532,59,4.0,7,0,1978-05-21 00:00:00,constructor_standings_6770
23525,532,54,0.0,12,0,1978-05-21 00:00:00,constructor_standings_6771
23524,532,58,2.0,10,0,1978-05-21 00:00:00,constructor_standings_6772
23523,532,27,6.0,6,0,1978-05-21 00:00:00,constructor_standings_6773
23522,532,63,0.0,15,0,1978-05-21 00:00:00,constructor_standings_6774
23521,532,3,3.0,9,0,1978-05-21 00:00:00,constructor_standings_6775
23558,533,64,0.0,19,0,1978-06-04 00:00:00,constructor_standings_6776
23557,533,65,0.0,14,0,1978-06-04 00:00:00,constructor_standings_6777
23556,533,57,0.0,16,0,1978-06-04 00:00:00,constructor_standings_6778
23555,533,60,0.0,17,0,1978-06-04 00:00:00,constructor_standings_6779
23554,533,4,0.0,15,0,1978-06-04 00:00:00,constructor_standings_6780
23553,533,55,0.0,18,0,1978-06-04 00:00:00,constructor_standings_6781
23552,533,21,2.0,11,0,1978-06-04 00:00:00,constructor_standings_6782
23551,533,32,45.0,1,4,1978-06-04 00:00:00,constructor_standings_6783
23550,533,34,22.0,4,0,1978-06-04 00:00:00,constructor_standings_6784
23549,533,25,25.0,2,1,1978-06-04 00:00:00,constructor_standings_6785
23548,533,1,4.0,8,0,1978-06-04 00:00:00,constructor_standings_6786
23547,533,6,22.0,3,2,1978-06-04 00:00:00,constructor_standings_6787
23546,533,56,6.0,7,0,1978-06-04 00:00:00,constructor_standings_6788
23545,533,59,7.0,6,0,1978-06-04 00:00:00,constructor_standings_6789
23544,533,54,0.0,12,0,1978-06-04 00:00:00,constructor_standings_6790
23543,533,58,2.0,10,0,1978-06-04 00:00:00,constructor_standings_6791
23542,533,27,10.0,5,0,1978-06-04 00:00:00,constructor_standings_6792
23541,533,63,0.0,13,0,1978-06-04 00:00:00,constructor_standings_6793
23540,533,3,3.0,9,0,1978-06-04 00:00:00,constructor_standings_6794
23577,534,64,0.0,19,0,1978-06-17 00:00:00,constructor_standings_6795
23576,534,65,0.0,14,0,1978-06-17 00:00:00,constructor_standings_6796
23575,534,57,0.0,16,0,1978-06-17 00:00:00,constructor_standings_6797
23574,534,60,0.0,17,0,1978-06-17 00:00:00,constructor_standings_6798
23573,534,4,0.0,15,0,1978-06-17 00:00:00,constructor_standings_6799
23572,534,55,0.0,18,0,1978-06-17 00:00:00,constructor_standings_6800
23571,534,21,8.0,6,0,1978-06-17 00:00:00,constructor_standings_6801
23570,534,32,49.0,1,4,1978-06-17 00:00:00,constructor_standings_6802
23569,534,34,31.0,2,1,1978-06-17 00:00:00,constructor_standings_6803
23568,534,25,25.0,3,1,1978-06-17 00:00:00,constructor_standings_6804
23567,534,1,7.0,9,0,1978-06-17 00:00:00,constructor_standings_6805
23566,534,6,22.0,4,2,1978-06-17 00:00:00,constructor_standings_6806
23565,534,56,7.0,7,0,1978-06-17 00:00:00,constructor_standings_6807
23564,534,59,7.0,8,0,1978-06-17 00:00:00,constructor_standings_6808
23563,534,54,0.0,12,0,1978-06-17 00:00:00,constructor_standings_6809
23562,534,58,4.0,10,0,1978-06-17 00:00:00,constructor_standings_6810
23561,534,27,10.0,5,0,1978-06-17 00:00:00,constructor_standings_6811
23560,534,63,0.0,13,0,1978-06-17 00:00:00,constructor_standings_6812
23559,534,3,3.0,11,0,1978-06-17 00:00:00,constructor_standings_6813
23596,535,64,0.0,19,0,1978-07-02 00:00:00,constructor_standings_6814
23595,535,65,0.0,14,0,1978-07-02 00:00:00,constructor_standings_6815
23594,535,57,0.0,16,0,1978-07-02 00:00:00,constructor_standings_6816
23593,535,60,0.0,17,0,1978-07-02 00:00:00,constructor_standings_6817
23592,535,4,0.0,15,0,1978-07-02 00:00:00,constructor_standings_6818
23591,535,55,0.0,18,0,1978-07-02 00:00:00,constructor_standings_6819
23590,535,21,8.0,7,0,1978-07-02 00:00:00,constructor_standings_6820
23589,535,32,58.0,1,5,1978-07-02 00:00:00,constructor_standings_6821
23588,535,34,34.0,2,1,1978-07-02 00:00:00,constructor_standings_6822
23587,535,25,25.0,3,1,1978-07-02 00:00:00,constructor_standings_6823
23586,535,1,11.0,5,0,1978-07-02 00:00:00,constructor_standings_6824
23585,535,6,22.0,4,2,1978-07-02 00:00:00,constructor_standings_6825
23584,535,56,7.0,9,0,1978-07-02 00:00:00,constructor_standings_6826
23583,535,59,8.0,8,0,1978-07-02 00:00:00,constructor_standings_6827
23582,535,54,0.0,12,0,1978-07-02 00:00:00,constructor_standings_6828
23581,535,58,4.0,11,0,1978-07-02 00:00:00,constructor_standings_6829
23580,535,27,10.0,6,0,1978-07-02 00:00:00,constructor_standings_6830
23579,535,63,0.0,13,0,1978-07-02 00:00:00,constructor_standings_6831
23578,535,3,5.0,10,0,1978-07-02 00:00:00,constructor_standings_6832
23615,536,64,0.0,19,0,1978-07-16 00:00:00,constructor_standings_6833
23614,536,65,0.0,14,0,1978-07-16 00:00:00,constructor_standings_6834
23613,536,57,0.0,16,0,1978-07-16 00:00:00,constructor_standings_6835
23612,536,60,0.0,17,0,1978-07-16 00:00:00,constructor_standings_6836
23611,536,4,0.0,15,0,1978-07-16 00:00:00,constructor_standings_6837
23610,536,55,0.0,18,0,1978-07-16 00:00:00,constructor_standings_6838
23609,536,21,8.0,7,0,1978-07-16 00:00:00,constructor_standings_6839
23608,536,32,58.0,1,5,1978-07-16 00:00:00,constructor_standings_6840
23607,536,34,40.0,2,1,1978-07-16 00:00:00,constructor_standings_6841
23606,536,25,28.0,4,1,1978-07-16 00:00:00,constructor_standings_6842
23605,536,1,12.0,5,0,1978-07-16 00:00:00,constructor_standings_6843
23604,536,6,31.0,3,3,1978-07-16 00:00:00,constructor_standings_6844
23603,536,56,7.0,9,0,1978-07-16 00:00:00,constructor_standings_6845
23602,536,59,8.0,8,0,1978-07-16 00:00:00,constructor_standings_6846
23601,536,54,0.0,12,0,1978-07-16 00:00:00,constructor_standings_6847
23600,536,58,6.0,10,0,1978-07-16 00:00:00,constructor_standings_6848
23599,536,27,10.0,6,0,1978-07-16 00:00:00,constructor_standings_6849
23598,536,63,0.0,13,0,1978-07-16 00:00:00,constructor_standings_6850
23597,536,3,5.0,11,0,1978-07-16 00:00:00,constructor_standings_6851
23634,537,64,0.0,19,0,1978-07-30 00:00:00,constructor_standings_6852
23633,537,65,0.0,14,0,1978-07-30 00:00:00,constructor_standings_6853
23632,537,57,0.0,16,0,1978-07-30 00:00:00,constructor_standings_6854
23631,537,60,0.0,17,0,1978-07-30 00:00:00,constructor_standings_6855
23630,537,4,0.0,15,0,1978-07-30 00:00:00,constructor_standings_6856
23629,537,55,0.0,18,0,1978-07-30 00:00:00,constructor_standings_6857
23628,537,21,8.0,9,0,1978-07-30 00:00:00,constructor_standings_6858
23627,537,32,67.0,1,6,1978-07-30 00:00:00,constructor_standings_6859
23626,537,34,40.0,2,1,1978-07-30 00:00:00,constructor_standings_6860
23625,537,25,30.0,4,1,1978-07-30 00:00:00,constructor_standings_6861
23624,537,1,12.0,7,0,1978-07-30 00:00:00,constructor_standings_6862
23623,537,6,31.0,3,3,1978-07-30 00:00:00,constructor_standings_6863
23622,537,56,10.0,8,0,1978-07-30 00:00:00,constructor_standings_6864
23621,537,59,14.0,5,0,1978-07-30 00:00:00,constructor_standings_6865
23620,537,54,0.0,12,0,1978-07-30 00:00:00,constructor_standings_6866
23619,537,58,6.0,10,0,1978-07-30 00:00:00,constructor_standings_6867
23618,537,27,14.0,6,0,1978-07-30 00:00:00,constructor_standings_6868
23617,537,63,0.0,13,0,1978-07-30 00:00:00,constructor_standings_6869
23616,537,3,5.0,11,0,1978-07-30 00:00:00,constructor_standings_6870
23672,539,64,0.0,19,0,1978-08-27 00:00:00,constructor_standings_6871
23653,538,64,0.0,19,0,1978-08-13 00:00:00,constructor_standings_6872
23652,538,65,0.0,14,0,1978-08-13 00:00:00,constructor_standings_6873
23651,538,57,0.0,16,0,1978-08-13 00:00:00,constructor_standings_6874
23650,538,60,0.0,17,0,1978-08-13 00:00:00,constructor_standings_6875
23649,538,4,0.0,15,0,1978-08-13 00:00:00,constructor_standings_6876
23648,538,55,0.0,18,0,1978-08-13 00:00:00,constructor_standings_6877
23647,538,21,8.0,9,0,1978-08-13 00:00:00,constructor_standings_6878
23646,538,32,76.0,1,7,1978-08-13 00:00:00,constructor_standings_6879
23645,538,34,40.0,2,1,1978-08-13 00:00:00,constructor_standings_6880
23644,538,25,36.0,3,1,1978-08-13 00:00:00,constructor_standings_6881
23643,538,1,12.0,8,0,1978-08-13 00:00:00,constructor_standings_6882
23642,538,6,35.0,4,3,1978-08-13 00:00:00,constructor_standings_6883
23641,538,56,13.0,7,0,1978-08-13 00:00:00,constructor_standings_6884
23640,538,59,14.0,6,0,1978-08-13 00:00:00,constructor_standings_6885
23639,538,54,0.0,13,0,1978-08-13 00:00:00,constructor_standings_6886
23638,538,58,6.0,10,0,1978-08-13 00:00:00,constructor_standings_6887
23637,538,27,16.0,5,0,1978-08-13 00:00:00,constructor_standings_6888
23636,538,63,1.0,12,0,1978-08-13 00:00:00,constructor_standings_6889
23635,538,3,5.0,11,0,1978-08-13 00:00:00,constructor_standings_6890
23671,539,65,0.0,14,0,1978-08-27 00:00:00,constructor_standings_6891
23670,539,57,0.0,16,0,1978-08-27 00:00:00,constructor_standings_6892
23669,539,60,0.0,17,0,1978-08-27 00:00:00,constructor_standings_6893
23668,539,4,0.0,15,0,1978-08-27 00:00:00,constructor_standings_6894
23667,539,55,0.0,18,0,1978-08-27 00:00:00,constructor_standings_6895
23666,539,21,8.0,9,0,1978-08-27 00:00:00,constructor_standings_6896
23665,539,32,85.0,1,8,1978-08-27 00:00:00,constructor_standings_6897
23664,539,34,44.0,2,1,1978-08-27 00:00:00,constructor_standings_6898
23663,539,25,36.0,4,1,1978-08-27 00:00:00,constructor_standings_6899
23662,539,1,12.0,8,0,1978-08-27 00:00:00,constructor_standings_6900
23661,539,6,36.0,3,3,1978-08-27 00:00:00,constructor_standings_6901
23660,539,56,15.0,6,0,1978-08-27 00:00:00,constructor_standings_6902
23659,539,59,14.0,7,0,1978-08-27 00:00:00,constructor_standings_6903
23658,539,54,0.0,13,0,1978-08-27 00:00:00,constructor_standings_6904
23657,539,58,6.0,10,0,1978-08-27 00:00:00,constructor_standings_6905
23656,539,27,16.0,5,0,1978-08-27 00:00:00,constructor_standings_6906
23655,539,63,1.0,12,0,1978-08-27 00:00:00,constructor_standings_6907
23654,539,3,5.0,11,0,1978-08-27 00:00:00,constructor_standings_6908
23691,540,64,0.0,19,0,1978-09-10 00:00:00,constructor_standings_6909
23690,540,65,0.0,14,0,1978-09-10 00:00:00,constructor_standings_6910
23689,540,57,0.0,15,0,1978-09-10 00:00:00,constructor_standings_6911
23688,540,60,0.0,17,0,1978-09-10 00:00:00,constructor_standings_6912
23687,540,4,0.0,16,0,1978-09-10 00:00:00,constructor_standings_6913
23686,540,55,0.0,18,0,1978-09-10 00:00:00,constructor_standings_6914
23685,540,21,8.0,9,0,1978-09-10 00:00:00,constructor_standings_6915
23684,540,32,86.0,1,8,1978-09-10 00:00:00,constructor_standings_6916
23683,540,34,53.0,2,2,1978-09-10 00:00:00,constructor_standings_6917
23682,540,25,36.0,4,1,1978-09-10 00:00:00,constructor_standings_6918
23681,540,1,14.0,8,0,1978-09-10 00:00:00,constructor_standings_6919
23680,540,6,40.0,3,3,1978-09-10 00:00:00,constructor_standings_6920
23679,540,56,15.0,6,0,1978-09-10 00:00:00,constructor_standings_6921
23678,540,59,14.0,7,0,1978-09-10 00:00:00,constructor_standings_6922
23677,540,54,0.0,13,0,1978-09-10 00:00:00,constructor_standings_6923
23676,540,58,6.0,10,0,1978-09-10 00:00:00,constructor_standings_6924
23675,540,27,19.0,5,0,1978-09-10 00:00:00,constructor_standings_6925
23674,540,63,1.0,12,0,1978-09-10 00:00:00,constructor_standings_6926
23673,540,3,5.0,11,0,1978-09-10 00:00:00,constructor_standings_6927
23710,541,64,0.0,19,0,1978-10-01 00:00:00,constructor_standings_6928
23709,541,65,0.0,16,0,1978-10-01 00:00:00,constructor_standings_6929
23708,541,57,0.0,15,0,1978-10-01 00:00:00,constructor_standings_6930
23707,541,60,0.0,17,0,1978-10-01 00:00:00,constructor_standings_6931
23706,541,4,3.0,12,0,1978-10-01 00:00:00,constructor_standings_6932
23705,541,55,0.0,18,0,1978-10-01 00:00:00,constructor_standings_6933
23704,541,21,8.0,10,0,1978-10-01 00:00:00,constructor_standings_6934
23703,541,32,86.0,1,8,1978-10-01 00:00:00,constructor_standings_6935
23702,541,34,53.0,2,2,1978-10-01 00:00:00,constructor_standings_6936
23701,541,25,36.0,4,1,1978-10-01 00:00:00,constructor_standings_6937
23700,541,1,15.0,8,0,1978-10-01 00:00:00,constructor_standings_6938
23699,541,6,49.0,3,4,1978-10-01 00:00:00,constructor_standings_6939
23698,541,56,17.0,7,0,1978-10-01 00:00:00,constructor_standings_6940
23697,541,59,18.0,6,0,1978-10-01 00:00:00,constructor_standings_6941
23696,541,54,0.0,14,0,1978-10-01 00:00:00,constructor_standings_6942
23695,541,58,6.0,11,0,1978-10-01 00:00:00,constructor_standings_6943
23694,541,27,19.0,5,0,1978-10-01 00:00:00,constructor_standings_6944
23693,541,63,1.0,13,0,1978-10-01 00:00:00,constructor_standings_6945
23692,541,3,11.0,9,0,1978-10-01 00:00:00,constructor_standings_6946
23729,542,64,0.0,19,0,1978-10-08 00:00:00,constructor_standings_6947
23728,542,65,0.0,16,0,1978-10-08 00:00:00,constructor_standings_6948
23727,542,57,1.0,14,0,1978-10-08 00:00:00,constructor_standings_6949
23726,542,60,0.0,17,0,1978-10-08 00:00:00,constructor_standings_6950
23725,542,4,3.0,12,0,1978-10-08 00:00:00,constructor_standings_6951
23724,542,55,0.0,18,0,1978-10-08 00:00:00,constructor_standings_6952
23723,542,21,11.0,10,0,1978-10-08 00:00:00,constructor_standings_6953
23722,542,32,86.0,1,8,1978-10-08 00:00:00,constructor_standings_6954
23721,542,34,53.0,3,2,1978-10-08 00:00:00,constructor_standings_6955
23720,542,25,38.0,4,1,1978-10-08 00:00:00,constructor_standings_6956
23719,542,1,15.0,8,0,1978-10-08 00:00:00,constructor_standings_6957
23718,542,6,58.0,2,5,1978-10-08 00:00:00,constructor_standings_6958
23717,542,56,17.0,7,0,1978-10-08 00:00:00,constructor_standings_6959
23716,542,59,24.0,5,0,1978-10-08 00:00:00,constructor_standings_6960
23715,542,54,0.0,15,0,1978-10-08 00:00:00,constructor_standings_6961
23714,542,58,6.0,11,0,1978-10-08 00:00:00,constructor_standings_6962
23713,542,27,19.0,6,0,1978-10-08 00:00:00,constructor_standings_6963
23712,542,63,1.0,13,0,1978-10-08 00:00:00,constructor_standings_6964
23711,542,3,11.0,9,0,1978-10-08 00:00:00,constructor_standings_6965
23157,543,1,0.0,12,0,1977-01-09 00:00:00,constructor_standings_6966
23156,543,25,0.0,11,0,1977-01-09 00:00:00,constructor_standings_6967
23155,543,27,0.0,10,0,1977-01-09 00:00:00,constructor_standings_6968
23154,543,59,9.0,1,1,1977-01-09 00:00:00,constructor_standings_6969
23153,543,34,6.0,2,0,1977-01-09 00:00:00,constructor_standings_6970
23152,543,6,4.0,3,0,1977-01-09 00:00:00,constructor_standings_6971
23151,543,56,3.0,4,0,1977-01-09 00:00:00,constructor_standings_6972
23150,543,32,2.0,5,0,1977-01-09 00:00:00,constructor_standings_6973
23149,543,57,1.0,6,0,1977-01-09 00:00:00,constructor_standings_6974
23148,543,63,0.0,7,0,1977-01-09 00:00:00,constructor_standings_6975
23147,543,37,0.0,8,0,1977-01-09 00:00:00,constructor_standings_6976
23146,543,58,0.0,9,0,1977-01-09 00:00:00,constructor_standings_6977
23170,544,66,0.0,13,0,1977-01-23 00:00:00,constructor_standings_6978
23169,544,1,6.0,4,0,1977-01-23 00:00:00,constructor_standings_6979
23168,544,27,0.0,11,0,1977-01-23 00:00:00,constructor_standings_6980
23167,544,25,0.0,12,0,1977-01-23 00:00:00,constructor_standings_6981
23166,544,59,9.0,2,1,1977-01-23 00:00:00,constructor_standings_6982
23165,544,34,6.0,3,0,1977-01-23 00:00:00,constructor_standings_6983
23164,544,6,13.0,1,1,1977-01-23 00:00:00,constructor_standings_6984
23163,544,56,6.0,5,0,1977-01-23 00:00:00,constructor_standings_6985
23162,544,32,4.0,6,0,1977-01-23 00:00:00,constructor_standings_6986
23161,544,57,1.0,8,0,1977-01-23 00:00:00,constructor_standings_6987
23160,544,63,0.0,9,0,1977-01-23 00:00:00,constructor_standings_6988
23159,544,37,0.0,10,0,1977-01-23 00:00:00,constructor_standings_6989
23158,544,58,1.0,7,0,1977-01-23 00:00:00,constructor_standings_6990
23183,545,66,0.0,12,0,1977-03-05 00:00:00,constructor_standings_6991
23182,545,1,9.0,3,0,1977-03-05 00:00:00,constructor_standings_6992
23181,545,27,0.0,13,0,1977-03-05 00:00:00,constructor_standings_6993
23180,545,25,4.0,6,0,1977-03-05 00:00:00,constructor_standings_6994
23179,545,59,15.0,2,1,1977-03-05 00:00:00,constructor_standings_6995
23178,545,34,7.0,4,0,1977-03-05 00:00:00,constructor_standings_6996
23177,545,6,22.0,1,2,1977-03-05 00:00:00,constructor_standings_6997
23176,545,56,6.0,5,0,1977-03-05 00:00:00,constructor_standings_6998
23175,545,32,4.0,7,0,1977-03-05 00:00:00,constructor_standings_6999
23174,545,57,1.0,8,0,1977-03-05 00:00:00,constructor_standings_7000
23173,545,63,0.0,10,0,1977-03-05 00:00:00,constructor_standings_7001
23172,545,37,0.0,11,0,1977-03-05 00:00:00,constructor_standings_7002
23171,545,58,1.0,9,0,1977-03-05 00:00:00,constructor_standings_7003
23197,546,66,0.0,14,0,1977-04-03 00:00:00,constructor_standings_7004
23196,546,67,1.0,10,0,1977-04-03 00:00:00,constructor_standings_7005
23195,546,1,9.0,4,0,1977-04-03 00:00:00,constructor_standings_7006
23194,546,27,0.0,12,0,1977-04-03 00:00:00,constructor_standings_7007
23193,546,25,7.0,7,0,1977-04-03 00:00:00,constructor_standings_7008
23192,546,59,19.0,2,1,1977-04-03 00:00:00,constructor_standings_7009
23191,546,34,7.0,6,0,1977-04-03 00:00:00,constructor_standings_7010
23190,546,6,28.0,1,2,1977-04-03 00:00:00,constructor_standings_7011
23189,546,56,8.0,5,0,1977-04-03 00:00:00,constructor_standings_7012
23188,546,32,13.0,3,1,1977-04-03 00:00:00,constructor_standings_7013
23187,546,57,1.0,8,0,1977-04-03 00:00:00,constructor_standings_7014
23186,546,63,0.0,11,0,1977-04-03 00:00:00,constructor_standings_7015
23185,546,37,0.0,13,0,1977-04-03 00:00:00,constructor_standings_7016
23184,546,58,1.0,9,0,1977-04-03 00:00:00,constructor_standings_7017
23213,547,68,0.0,16,0,1977-05-08 00:00:00,constructor_standings_7018
23212,547,64,0.0,15,0,1977-05-08 00:00:00,constructor_standings_7019
23211,547,66,0.0,14,0,1977-05-08 00:00:00,constructor_standings_7020
23210,547,67,1.0,10,0,1977-05-08 00:00:00,constructor_standings_7021
23209,547,1,12.0,4,0,1977-05-08 00:00:00,constructor_standings_7022
23208,547,27,0.0,12,0,1977-05-08 00:00:00,constructor_standings_7023
23207,547,25,7.0,7,0,1977-05-08 00:00:00,constructor_standings_7024
23206,547,59,23.0,2,1,1977-05-08 00:00:00,constructor_standings_7025
23205,547,34,8.0,5,0,1977-05-08 00:00:00,constructor_standings_7026
23204,547,6,34.0,1,2,1977-05-08 00:00:00,constructor_standings_7027
23203,547,56,8.0,6,0,1977-05-08 00:00:00,constructor_standings_7028
23202,547,32,22.0,3,2,1977-05-08 00:00:00,constructor_standings_7029
23201,547,57,1.0,8,0,1977-05-08 00:00:00,constructor_standings_7030
23200,547,63,0.0,11,0,1977-05-08 00:00:00,constructor_standings_7031
23199,547,37,0.0,13,0,1977-05-08 00:00:00,constructor_standings_7032
23198,547,58,1.0,9,0,1977-05-08 00:00:00,constructor_standings_7033
23229,548,68,0.0,16,0,1977-05-22 00:00:00,constructor_standings_7034
23228,548,64,0.0,14,0,1977-05-22 00:00:00,constructor_standings_7035
23227,548,66,0.0,15,0,1977-05-22 00:00:00,constructor_standings_7036
23226,548,67,1.0,10,0,1977-05-22 00:00:00,constructor_standings_7037
23225,548,1,15.0,4,0,1977-05-22 00:00:00,constructor_standings_7038
23224,548,27,0.0,12,0,1977-05-22 00:00:00,constructor_standings_7039
23223,548,25,7.0,7,0,1977-05-22 00:00:00,constructor_standings_7040
23222,548,59,32.0,2,2,1977-05-22 00:00:00,constructor_standings_7041
23221,548,34,8.0,5,0,1977-05-22 00:00:00,constructor_standings_7042
23220,548,6,40.0,1,2,1977-05-22 00:00:00,constructor_standings_7043
23219,548,56,8.0,6,0,1977-05-22 00:00:00,constructor_standings_7044
23218,548,32,24.0,3,2,1977-05-22 00:00:00,constructor_standings_7045
23217,548,57,1.0,9,0,1977-05-22 00:00:00,constructor_standings_7046
23216,548,63,0.0,11,0,1977-05-22 00:00:00,constructor_standings_7047
23215,548,37,0.0,13,0,1977-05-22 00:00:00,constructor_standings_7048
23214,548,58,2.0,8,0,1977-05-22 00:00:00,constructor_standings_7049
23245,549,66,0.0,16,0,1977-06-05 00:00:00,constructor_standings_7050
23244,549,64,0.0,13,0,1977-06-05 00:00:00,constructor_standings_7051
23243,549,68,0.0,15,0,1977-06-05 00:00:00,constructor_standings_7052
23242,549,67,1.0,11,0,1977-06-05 00:00:00,constructor_standings_7053
23241,549,1,15.0,4,0,1977-06-05 00:00:00,constructor_standings_7054
23240,549,27,0.0,12,0,1977-06-05 00:00:00,constructor_standings_7055
23239,549,25,11.0,5,0,1977-06-05 00:00:00,constructor_standings_7056
23238,549,59,32.0,3,2,1977-06-05 00:00:00,constructor_standings_7057
23237,549,34,9.0,6,0,1977-06-05 00:00:00,constructor_standings_7058
23236,549,6,46.0,1,2,1977-06-05 00:00:00,constructor_standings_7059
23235,549,56,8.0,7,0,1977-06-05 00:00:00,constructor_standings_7060
23234,549,32,33.0,2,3,1977-06-05 00:00:00,constructor_standings_7061
23233,549,57,1.0,10,0,1977-06-05 00:00:00,constructor_standings_7062
23232,549,63,3.0,9,0,1977-06-05 00:00:00,constructor_standings_7063
23231,549,37,0.0,14,0,1977-06-05 00:00:00,constructor_standings_7064
23230,549,58,4.0,8,0,1977-06-05 00:00:00,constructor_standings_7065
23261,550,66,0.0,16,0,1977-06-19 00:00:00,constructor_standings_7066
23260,550,64,0.0,13,0,1977-06-19 00:00:00,constructor_standings_7067
23259,550,68,0.0,15,0,1977-06-19 00:00:00,constructor_standings_7068
23258,550,67,1.0,12,0,1977-06-19 00:00:00,constructor_standings_7069
23257,550,1,21.0,4,0,1977-06-19 00:00:00,constructor_standings_7070
23256,550,27,9.0,7,1,1977-06-19 00:00:00,constructor_standings_7071
23255,550,25,14.0,5,0,1977-06-19 00:00:00,constructor_standings_7072
23254,550,59,32.0,3,2,1977-06-19 00:00:00,constructor_standings_7073
23253,550,34,11.0,6,0,1977-06-19 00:00:00,constructor_standings_7074
23252,550,6,50.0,1,2,1977-06-19 00:00:00,constructor_standings_7075
23251,550,56,8.0,8,0,1977-06-19 00:00:00,constructor_standings_7076
23250,550,32,34.0,2,3,1977-06-19 00:00:00,constructor_standings_7077
23249,550,57,1.0,11,0,1977-06-19 00:00:00,constructor_standings_7078
23248,550,63,3.0,10,0,1977-06-19 00:00:00,constructor_standings_7079
23247,550,37,0.0,14,0,1977-06-19 00:00:00,constructor_standings_7080
23246,550,58,4.0,9,0,1977-06-19 00:00:00,constructor_standings_7081
23277,551,66,0.0,16,0,1977-07-03 00:00:00,constructor_standings_7082
23276,551,64,0.0,13,0,1977-07-03 00:00:00,constructor_standings_7083
23275,551,68,0.0,15,0,1977-07-03 00:00:00,constructor_standings_7084
23274,551,67,1.0,12,0,1977-07-03 00:00:00,constructor_standings_7085
23273,551,1,25.0,4,0,1977-07-03 00:00:00,constructor_standings_7086
23272,551,27,9.0,7,1,1977-07-03 00:00:00,constructor_standings_7087
23271,551,25,14.0,6,0,1977-07-03 00:00:00,constructor_standings_7088
23270,551,59,32.0,3,2,1977-07-03 00:00:00,constructor_standings_7089
23269,551,34,17.0,5,0,1977-07-03 00:00:00,constructor_standings_7090
23268,551,6,50.0,1,2,1977-07-03 00:00:00,constructor_standings_7091
23267,551,56,8.0,8,0,1977-07-03 00:00:00,constructor_standings_7092
23266,551,32,43.0,2,4,1977-07-03 00:00:00,constructor_standings_7093
23265,551,57,1.0,11,0,1977-07-03 00:00:00,constructor_standings_7094
23264,551,63,3.0,10,0,1977-07-03 00:00:00,constructor_standings_7095
23263,551,37,0.0,14,0,1977-07-03 00:00:00,constructor_standings_7096
23262,551,58,4.0,9,0,1977-07-03 00:00:00,constructor_standings_7097
23295,552,69,0.0,18,0,1977-07-16 00:00:00,constructor_standings_7098
23294,552,66,0.0,16,0,1977-07-16 00:00:00,constructor_standings_7099
23293,552,4,0.0,17,0,1977-07-16 00:00:00,constructor_standings_7100
23292,552,64,0.0,13,0,1977-07-16 00:00:00,constructor_standings_7101
23291,552,68,0.0,15,0,1977-07-16 00:00:00,constructor_standings_7102
23290,552,67,1.0,12,0,1977-07-16 00:00:00,constructor_standings_7103
23289,552,1,34.0,3,1,1977-07-16 00:00:00,constructor_standings_7104
23288,552,27,10.0,7,1,1977-07-16 00:00:00,constructor_standings_7105
23287,552,25,14.0,6,0,1977-07-16 00:00:00,constructor_standings_7106
23286,552,59,32.0,4,2,1977-07-16 00:00:00,constructor_standings_7107
23285,552,34,19.0,5,0,1977-07-16 00:00:00,constructor_standings_7108
23284,552,6,56.0,1,2,1977-07-16 00:00:00,constructor_standings_7109
23283,552,56,8.0,8,0,1977-07-16 00:00:00,constructor_standings_7110
23282,552,32,47.0,2,4,1977-07-16 00:00:00,constructor_standings_7111
23281,552,57,1.0,11,0,1977-07-16 00:00:00,constructor_standings_7112
23280,552,63,3.0,10,0,1977-07-16 00:00:00,constructor_standings_7113
23279,552,37,0.0,14,0,1977-07-16 00:00:00,constructor_standings_7114
23278,552,58,4.0,9,0,1977-07-16 00:00:00,constructor_standings_7115
23313,553,69,0.0,18,0,1977-07-31 00:00:00,constructor_standings_7116
23312,553,66,0.0,16,0,1977-07-31 00:00:00,constructor_standings_7117
23311,553,4,0.0,17,0,1977-07-31 00:00:00,constructor_standings_7118
23310,553,64,0.0,14,0,1977-07-31 00:00:00,constructor_standings_7119
23309,553,68,0.0,15,0,1977-07-31 00:00:00,constructor_standings_7120
23308,553,67,1.0,12,0,1977-07-31 00:00:00,constructor_standings_7121
