part_rownum|p_partkey|p_name|p_mfgr|p_brand|p_type|p_size|p_container|p_retailprice|p_comment
part_10513|10511|seashell rose dodger light salmon|Manufacturer#4           |Brand#42  |ECONOMY BURNISHED STEEL|35|SM BAG    |1421.51|pending theodol
part_10514|10512|blanched royal puff chiffon snow|Manufacturer#5           |Brand#52  |STANDARD BURNISHED BRASS|17|SM DRUM   |1422.51|ing t
part_10515|10513|deep tan pale cornsilk forest|Manufacturer#1           |Brand#11  |STANDARD BURNISHED STEEL|48|SM PACK   |1423.51|es cajole carefully 
part_10516|10514|black honeydew sienna lawn saddle|Manufacturer#2           |Brand#21  |SMALL PLATED STEEL|37|WRAP PKG  |1424.51|accounts. iron
part_10517|10515|magenta orange bisque blue lemon|Manufacturer#3           |Brand#34  |STANDARD POLISHED STEEL|2|SM PKG    |1425.51|xpress deposit
part_10518|10516|pink yellow lavender indian hot|Manufacturer#1           |Brand#12  |MEDIUM BURNISHED NICKEL|18|WRAP JAR  |1426.51|en exc
part_10519|10517|sandy wheat puff linen ivory|Manufacturer#5           |Brand#55  |ECONOMY POLISHED STEEL|47|LG CAN    |1427.51|al theodolites 
part_10520|10518|indian azure beige goldenrod pink|Manufacturer#4           |Brand#43  |MEDIUM BURNISHED NICKEL|17|WRAP JAR  |1428.51|y slyly unusual 
part_10521|10519|goldenrod cyan deep khaki peach|Manufacturer#2           |Brand#24  |SMALL PLATED COPPER|11|LG DRUM   |1429.51|ding deposits nag care
part_10522|10520|white misty cyan azure royal|Manufacturer#4           |Brand#44  |LARGE BURNISHED COPPER|44|WRAP PACK |1430.52| engage about
part_10523|10521|medium gainsboro tomato blanched lavender|Manufacturer#3           |Brand#35  |SMALL POLISHED NICKEL|33|JUMBO DRUM|1431.52|above the
part_10524|10522|chocolate orchid royal purple cyan|Manufacturer#2           |Brand#25  |MEDIUM BRUSHED BRASS|47|SM PACK   |1432.52|. eve
part_10525|10523|lawn deep beige dodger indian|Manufacturer#5           |Brand#52  |SMALL PLATED BRASS|42|WRAP PKG  |1433.52|theodolites. final pin
part_10526|10524|orchid cornflower light salmon purple|Manufacturer#3           |Brand#35  |PROMO PLATED NICKEL|34|MED BAG   |1434.52| the even, ev
part_10527|10525|chocolate sandy olive firebrick azure|Manufacturer#5           |Brand#54  |MEDIUM ANODIZED STEEL|2|SM CAN    |1435.52|ously ironi
part_10528|10526|turquoise smoke salmon navy lavender|Manufacturer#5           |Brand#51  |ECONOMY BRUSHED TIN|41|MED JAR   |1436.52|r deposits
part_10529|10527|lace cornsilk aquamarine sky seashell|Manufacturer#1           |Brand#14  |SMALL POLISHED BRASS|13|JUMBO CASE|1437.52|ds. pin
part_10530|10528|tan seashell honeydew powder metallic|Manufacturer#5           |Brand#53  |PROMO BURNISHED COPPER|6|MED DRUM  |1438.52|dependencie
part_10531|10529|cream dark powder chiffon moccasin|Manufacturer#5           |Brand#55  |PROMO POLISHED NICKEL|29|WRAP BOX  |1439.52|, perman
part_10532|10530|metallic lawn dim mint royal|Manufacturer#3           |Brand#31  |SMALL POLISHED COPPER|30|JUMBO BAG |1440.53|ding ideas.
part_10533|10531|saddle maroon powder misty cream|Manufacturer#3           |Brand#33  |PROMO POLISHED BRASS|13|LG PACK   |1441.53|g to the bold, ir
part_10534|10532|blue antique light burnished aquamarine|Manufacturer#2           |Brand#25  |PROMO ANODIZED TIN|36|LG BOX    |1442.53|ly against the
part_10535|10533|pink lace antique white beige|Manufacturer#3           |Brand#33  |LARGE BURNISHED TIN|44|JUMBO BOX |1443.53|l dependenci
part_10536|10534|powder indian blanched gainsboro olive|Manufacturer#5           |Brand#53  |STANDARD BRUSHED COPPER|47|MED CASE  |1444.53|ts. furio
part_10537|10535|papaya cream lavender beige royal|Manufacturer#3           |Brand#32  |LARGE POLISHED BRASS|46|JUMBO DRUM|1445.53|ilent requests sh
part_10538|10536|rosy beige bisque blush lemon|Manufacturer#1           |Brand#13  |SMALL BURNISHED COPPER|46|WRAP BOX  |1446.53|lithely. quickly ironi
part_10539|10537|blanched chartreuse puff navajo medium|Manufacturer#1           |Brand#14  |LARGE PLATED COPPER|38|JUMBO BAG |1447.53|luffy 
part_10540|10538|tan cream cornsilk brown cyan|Manufacturer#3           |Brand#32  |LARGE PLATED BRASS|24|SM PACK   |1448.53|ins wa
part_10541|10539|lace red khaki cornsilk blanched|Manufacturer#3           |Brand#31  |MEDIUM ANODIZED BRASS|36|JUMBO PACK|1449.53|sly regular forges.
part_10542|10540|thistle firebrick goldenrod lime cyan|Manufacturer#5           |Brand#55  |MEDIUM POLISHED STEEL|19|MED DRUM  |1450.54|s. blithely
part_10543|10541|maroon sienna antique honeydew smoke|Manufacturer#2           |Brand#24  |PROMO PLATED TIN|41|SM PACK   |1451.54|ly insi
part_10544|10542|maroon green orange lavender saddle|Manufacturer#2           |Brand#25  |STANDARD BURNISHED COPPER|7|JUMBO BOX |1452.54|cies boost co
part_10545|10543|metallic maroon ivory blush navajo|Manufacturer#1           |Brand#13  |STANDARD PLATED TIN|6|WRAP BAG  |1453.54|ular theodolites. 
part_10546|10544|metallic pale navajo aquamarine lawn|Manufacturer#3           |Brand#33  |SMALL BURNISHED STEEL|48|JUMBO JAR |1454.54|fully final accoun
part_10547|10545|antique lime linen lace red|Manufacturer#1           |Brand#13  |PROMO ANODIZED STEEL|23|LG CASE   |1455.54|inal co
part_10548|10546|coral yellow floral sandy honeydew|Manufacturer#4           |Brand#42  |STANDARD PLATED NICKEL|29|SM PKG    |1456.54|yly silen
part_10549|10547|forest cyan violet sienna chartreuse|Manufacturer#2           |Brand#25  |ECONOMY ANODIZED BRASS|6|LG BAG    |1457.54| cajole along
part_10550|10548|red drab forest moccasin saddle|Manufacturer#2           |Brand#21  |LARGE PLATED COPPER|35|LG BAG    |1458.54|the blithely final
part_10551|10549|moccasin chocolate seashell antique chartreuse|Manufacturer#3           |Brand#35  |LARGE PLATED BRASS|9|SM DRUM   |1459.54|y around the furiously
part_10552|10550|moccasin dodger olive bisque sienna|Manufacturer#4           |Brand#44  |SMALL PLATED STEEL|11|JUMBO DRUM|1460.55| regular court
part_10553|10551|burlywood indian olive antique pink|Manufacturer#2           |Brand#24  |STANDARD BRUSHED BRASS|15|WRAP JAR  |1461.55|sly pending pl
part_10554|10552|orange drab mint brown linen|Manufacturer#2           |Brand#25  |ECONOMY POLISHED NICKEL|6|LG PKG    |1462.55|ng quickly
part_10555|10553|rosy moccasin pink chartreuse indian|Manufacturer#4           |Brand#43  |PROMO BRUSHED COPPER|8|SM DRUM   |1463.55|ely final accoun
part_10556|10554|seashell powder chocolate coral saddle|Manufacturer#5           |Brand#52  |ECONOMY PLATED BRASS|11|WRAP CASE |1464.55|y above the q
part_10557|10555|firebrick cyan snow ghost violet|Manufacturer#5           |Brand#51  |STANDARD ANODIZED STEEL|24|JUMBO CAN |1465.55| ruth
part_10558|10556|salmon dim magenta pale sandy|Manufacturer#2           |Brand#21  |LARGE POLISHED NICKEL|14|JUMBO CAN |1466.55|gular deposits acros
part_10559|10557|lemon bisque yellow ghost cornflower|Manufacturer#5           |Brand#54  |ECONOMY BURNISHED TIN|14|MED JAR   |1467.55| about the quickly f
part_10560|10558|orchid slate royal dodger pale|Manufacturer#1           |Brand#11  |LARGE ANODIZED TIN|4|SM CASE   |1468.55|low asymptote
part_10561|10559|lawn chiffon indian firebrick antique|Manufacturer#5           |Brand#52  |SMALL PLATED BRASS|20|SM CASE   |1469.55|structions. pending d
part_10562|10560|deep chiffon sandy dim midnight|Manufacturer#4           |Brand#41  |MEDIUM ANODIZED TIN|34|MED DRUM  |1470.56|ely. furiou
part_10563|10561|chocolate khaki floral cream steel|Manufacturer#1           |Brand#15  |LARGE BURNISHED STEEL|1|LG BOX    |1471.56|e carefully. q
part_10564|10562|chiffon firebrick royal magenta papaya|Manufacturer#3           |Brand#34  |SMALL POLISHED BRASS|48|MED CASE  |1472.56|foxes ha
part_10565|10563|azure blush olive tomato navy|Manufacturer#1           |Brand#11  |LARGE BRUSHED BRASS|1|MED PACK  |1473.56|accounts lose fl
part_10566|10564|blanched navajo tan papaya steel|Manufacturer#1           |Brand#13  |ECONOMY BRUSHED TIN|18|WRAP DRUM |1474.56|s use qu
part_10567|10565|indian ghost white honeydew orange|Manufacturer#5           |Brand#54  |LARGE BURNISHED NICKEL|11|SM JAR    |1475.56|e carefully sp
part_10568|10566|orchid navy salmon linen antique|Manufacturer#5           |Brand#53  |ECONOMY ANODIZED STEEL|45|JUMBO BOX |1476.56|ual pinto beans. expr
part_10569|10567|forest sandy midnight grey violet|Manufacturer#5           |Brand#54  |LARGE PLATED BRASS|50|MED PKG   |1477.56|sts acco
part_10570|10568|olive cornsilk gainsboro rose burlywood|Manufacturer#4           |Brand#45  |LARGE PLATED STEEL|49|JUMBO PACK|1478.56|ly ironic p
part_10571|10569|saddle blanched honeydew chartreuse burlywood|Manufacturer#4           |Brand#43  |SMALL BRUSHED NICKEL|48|MED CAN   |1479.56|ackages sle
part_10572|10570|spring misty maroon lace gainsboro|Manufacturer#4           |Brand#42  |LARGE BURNISHED NICKEL|46|JUMBO CAN |1480.57|nic forges. express
part_10573|10571|cornflower peru midnight honeydew navy|Manufacturer#2           |Brand#24  |SMALL BURNISHED TIN|20|LG JAR    |1481.57|es shall boost u
part_10574|10572|mint maroon medium light brown|Manufacturer#3           |Brand#35  |STANDARD BRUSHED STEEL|30|MED CAN   |1482.57|s hang s
part_10575|10573|navajo chocolate aquamarine sandy royal|Manufacturer#1           |Brand#15  |ECONOMY BRUSHED COPPER|15|JUMBO BAG |1483.57|ing to the pend
part_10576|10574|ivory deep sandy wheat mint|Manufacturer#3           |Brand#31  |LARGE PLATED BRASS|1|LG PACK   |1484.57|uriou
part_10577|10575|purple drab peach chartreuse coral|Manufacturer#2           |Brand#24  |PROMO ANODIZED STEEL|8|SM DRUM   |1485.57| about the
part_10578|10576|honeydew cornsilk floral salmon frosted|Manufacturer#5           |Brand#55  |ECONOMY BRUSHED COPPER|45|LG JAR    |1486.57|nally final the
part_10579|10577|floral brown bisque deep black|Manufacturer#2           |Brand#25  |STANDARD ANODIZED COPPER|11|SM PACK   |1487.57|es sleep. unusual
part_10580|10578|dodger thistle drab lavender pink|Manufacturer#3           |Brand#32  |ECONOMY PLATED COPPER|5|WRAP PACK |1488.57|ent pinto be
part_10581|10579|lime green ghost papaya beige|Manufacturer#3           |Brand#31  |LARGE POLISHED BRASS|46|SM DRUM   |1489.57|t have to a
part_10582|10580|sandy beige cornsilk light lawn|Manufacturer#5           |Brand#51  |STANDARD BRUSHED STEEL|11|MED CAN   |1490.58|encies wake 
part_10583|10581|magenta thistle hot cornflower steel|Manufacturer#4           |Brand#43  |PROMO BURNISHED NICKEL|9|MED CASE  |1491.58|e blithely
part_10584|10582|blanched medium pink orchid lime|Manufacturer#1           |Brand#13  |MEDIUM PLATED STEEL|3|WRAP CASE |1492.58|even pack
part_10585|10583|mint sky coral salmon light|Manufacturer#3           |Brand#35  |LARGE BRUSHED BRASS|48|MED CAN   |1493.58|ly toward the even
part_10586|10584|cream bisque orange khaki olive|Manufacturer#1           |Brand#11  |MEDIUM POLISHED NICKEL|2|MED BAG   |1494.58|posits try to cajole s
part_10587|10585|black light violet cream burlywood|Manufacturer#2           |Brand#21  |PROMO BURNISHED STEEL|26|LG BOX    |1495.58|y even dependencies c
part_10588|10586|olive powder blush ivory blanched|Manufacturer#4           |Brand#41  |SMALL ANODIZED COPPER|31|JUMBO JAR |1496.58|nic pinto beans. care
part_10589|10587|saddle khaki sienna drab bisque|Manufacturer#5           |Brand#53  |MEDIUM ANODIZED TIN|34|JUMBO JAR |1497.58|es caj
part_10590|10588|sienna red tan drab peach|Manufacturer#4           |Brand#44  |MEDIUM PLATED COPPER|1|LG PKG    |1498.58|ss deposits. ev
part_10591|10589|spring linen beige powder cornflower|Manufacturer#1           |Brand#13  |STANDARD BRUSHED BRASS|19|SM CAN    |1499.58|lyly ironic hockey
part_10592|10590|lace honeydew smoke mint aquamarine|Manufacturer#2           |Brand#24  |STANDARD BRUSHED TIN|46|MED JAR   |1500.59| carefully. quick
part_10593|10591|slate magenta wheat turquoise ivory|Manufacturer#3           |Brand#31  |LARGE POLISHED COPPER|50|MED BAG   |1501.59|cial foxes haggl
part_10594|10592|green indian cornflower peru floral|Manufacturer#3           |Brand#31  |PROMO ANODIZED BRASS|44|SM PACK   |1502.59| slyly pendin
part_10595|10593|mint dark wheat chiffon misty|Manufacturer#1           |Brand#12  |MEDIUM PLATED BRASS|18|MED DRUM  |1503.59|ithely regular reques
part_10596|10594|orchid chiffon bisque puff pink|Manufacturer#4           |Brand#44  |LARGE PLATED BRASS|21|MED DRUM  |1504.59|oxes.
part_10597|10595|firebrick chocolate violet floral lawn|Manufacturer#4           |Brand#45  |MEDIUM POLISHED BRASS|31|JUMBO PKG |1505.59|lyly final in
part_10598|10596|aquamarine violet medium metallic green|Manufacturer#5           |Brand#54  |STANDARD POLISHED NICKEL|4|MED CAN   |1506.59|platelets ab
part_10599|10597|chiffon purple sky bisque dark|Manufacturer#1           |Brand#13  |MEDIUM POLISHED BRASS|21|MED DRUM  |1507.59|ly ironic accounts. ca
part_10600|10598|turquoise misty burnished steel beige|Manufacturer#3           |Brand#32  |LARGE POLISHED BRASS|8|SM BOX    |1508.59|he excuses sleep bl
part_10601|10599|blue medium maroon lace firebrick|Manufacturer#1           |Brand#12  |STANDARD BRUSHED NICKEL|34|WRAP JAR  |1509.59|omas sleep furiou
part_10602|10600|tan plum forest chartreuse rosy|Manufacturer#2           |Brand#23  |PROMO BRUSHED NICKEL|7|LG BAG    |1510.60|uriously expr
part_10603|10601|maroon dim aquamarine pink blue|Manufacturer#4           |Brand#45  |PROMO PLATED STEEL|39|MED JAR   |1511.60|ctions a
part_10604|10602|plum dodger thistle burlywood mint|Manufacturer#2           |Brand#21  |STANDARD PLATED TIN|43|JUMBO JAR |1512.60| use about the
part_10605|10603|smoke orchid purple blue lemon|Manufacturer#1           |Brand#15  |LARGE PLATED STEEL|42|JUMBO BAG |1513.60|carefully care
part_10606|10604|dark cornflower medium peach linen|Manufacturer#1           |Brand#11  |PROMO ANODIZED BRASS|8|MED JAR   |1514.60|final id
part_10607|10605|midnight chiffon lace navajo bisque|Manufacturer#2           |Brand#22  |SMALL BRUSHED BRASS|22|SM PKG    |1515.60|y regular
part_10608|10606|blush rosy powder white black|Manufacturer#2           |Brand#24  |LARGE ANODIZED STEEL|30|SM PKG    |1516.60| final deposits
part_10609|10607|pale sandy coral goldenrod plum|Manufacturer#4           |Brand#43  |PROMO POLISHED COPPER|25|LG JAR    |1517.60|lar accounts ca
part_10610|10608|puff pale black misty navy|Manufacturer#5           |Brand#55  |MEDIUM BURNISHED BRASS|8|LG CASE   |1518.60|even instruct
part_10611|10609|firebrick navy frosted blush sienna|Manufacturer#3           |Brand#33  |MEDIUM POLISHED TIN|39|LG DRUM   |1519.60|eposits will haggle b
part_10612|10610|pink chartreuse saddle misty sienna|Manufacturer#1           |Brand#11  |LARGE PLATED STEEL|7|JUMBO PKG |1520.61|close
part_10613|10611|green spring olive sky midnight|Manufacturer#4           |Brand#41  |LARGE ANODIZED COPPER|50|WRAP BAG  |1521.61|ep slyly final theodo
part_10614|10612|midnight rose peach wheat almond|Manufacturer#4           |Brand#44  |MEDIUM ANODIZED TIN|13|WRAP BOX  |1522.61| slyly against
part_10615|10613|floral dark blush powder black|Manufacturer#4           |Brand#41  |PROMO POLISHED STEEL|11|JUMBO BAG |1523.61|struct
part_10616|10614|blanched indian steel dim forest|Manufacturer#4           |Brand#44  |LARGE BURNISHED TIN|14|MED BAG   |1524.61|ular request
part_10617|10615|chocolate blanched lavender bisque grey|Manufacturer#5           |Brand#53  |LARGE POLISHED STEEL|36|LG BAG    |1525.61|blithely bold ins
part_10618|10616|chocolate papaya lace coral ivory|Manufacturer#4           |Brand#45  |SMALL POLISHED TIN|27|JUMBO CASE|1526.61|fix slyly. busily 
part_10619|10617|cornflower tomato linen powder cyan|Manufacturer#4           |Brand#41  |ECONOMY PLATED COPPER|35|WRAP PKG  |1527.61|iously unusu
part_10620|10618|dodger azure violet papaya ivory|Manufacturer#3           |Brand#33  |PROMO BRUSHED COPPER|10|WRAP PACK |1528.61|lar, spe
part_10621|10619|mint chiffon blush misty metallic|Manufacturer#4           |Brand#45  |SMALL PLATED TIN|34|JUMBO PKG |1529.61|efully. quickly ironic
part_10622|10620|floral azure papaya moccasin indian|Manufacturer#4           |Brand#43  |MEDIUM BRUSHED TIN|11|LG BAG    |1530.62|l excus
part_10623|10621|cream coral lemon cyan floral|Manufacturer#4           |Brand#44  |MEDIUM PLATED TIN|42|WRAP CASE |1531.62|y careful packages 
part_10624|10622|chartreuse green frosted forest tomato|Manufacturer#2           |Brand#21  |PROMO BRUSHED STEEL|12|WRAP DRUM |1532.62|lent pinto beans am
part_10625|10623|cornsilk medium floral beige black|Manufacturer#2           |Brand#22  |PROMO PLATED TIN|26|WRAP PACK |1533.62| regular dolphin
part_10626|10624|blue pale lavender hot white|Manufacturer#1           |Brand#11  |PROMO BRUSHED NICKEL|41|JUMBO CASE|1534.62|fully 
part_10627|10625|plum drab steel magenta metallic|Manufacturer#1           |Brand#11  |ECONOMY POLISHED COPPER|13|MED BAG   |1535.62|al pa
part_10628|10626|cream powder burnished smoke rose|Manufacturer#4           |Brand#42  |MEDIUM ANODIZED STEEL|2|MED CAN   |1536.62|tes run quickly alo
part_10629|10627|moccasin papaya gainsboro antique dodger|Manufacturer#4           |Brand#45  |PROMO POLISHED COPPER|5|LG JAR    |1537.62|refully ironic acco
part_10630|10628|papaya wheat tomato brown lime|Manufacturer#3           |Brand#32  |PROMO POLISHED TIN|17|SM BOX    |1538.62|l instruction
part_10631|10629|powder cornflower floral moccasin violet|Manufacturer#4           |Brand#42  |SMALL POLISHED TIN|3|WRAP CASE |1539.62|nder quickly among t
part_10632|10630|orchid peach khaki lace seashell|Manufacturer#1           |Brand#12  |PROMO POLISHED NICKEL|9|SM CASE   |1540.63| stealthi
part_10633|10631|red medium dark ivory burlywood|Manufacturer#3           |Brand#32  |STANDARD POLISHED BRASS|18|JUMBO CAN |1541.63|regular pi
part_10634|10632|dim tomato burlywood slate linen|Manufacturer#5           |Brand#52  |PROMO POLISHED TIN|32|MED PACK  |1542.63|uctions. unusual de
part_10635|10633|tan sandy wheat burnished yellow|Manufacturer#3           |Brand#32  |SMALL PLATED COPPER|16|LG DRUM   |1543.63|lites boo
part_10636|10634|tomato navajo cream chartreuse frosted|Manufacturer#5           |Brand#53  |MEDIUM BURNISHED STEEL|24|JUMBO CASE|1544.63|ously ironic requests
part_10637|10635|tomato lime green burnished spring|Manufacturer#5           |Brand#53  |LARGE BURNISHED BRASS|30|WRAP DRUM |1545.63|y regular court
part_10638|10636|antique thistle midnight steel drab|Manufacturer#4           |Brand#43  |PROMO PLATED STEEL|17|JUMBO DRUM|1546.63| blithely regul
part_10639|10637|lavender steel medium gainsboro bisque|Manufacturer#4           |Brand#43  |MEDIUM BURNISHED COPPER|11|LG PACK   |1547.63|accounts. unu
part_10640|10638|sienna seashell ghost tomato cream|Manufacturer#3           |Brand#32  |STANDARD BRUSHED TIN|7|SM PACK   |1548.63|osits doze 
part_10641|10639|peru plum coral drab cream|Manufacturer#1           |Brand#12  |PROMO BURNISHED STEEL|13|SM PACK   |1549.63|d packages. carefu
part_10642|10640|steel salmon peru purple lime|Manufacturer#1           |Brand#13  |SMALL PLATED BRASS|10|WRAP CAN  |1550.64|ly. regul
part_10643|10641|turquoise moccasin blush chocolate yellow|Manufacturer#3           |Brand#34  |PROMO BURNISHED COPPER|44|JUMBO JAR |1551.64|as. q
part_10644|10642|cyan tomato honeydew navy yellow|Manufacturer#1           |Brand#13  |MEDIUM BRUSHED BRASS|24|MED JAR   |1552.64| carefully 
part_10645|10643|orchid cornsilk papaya olive dodger|Manufacturer#3           |Brand#32  |PROMO BURNISHED NICKEL|31|LG PACK   |1553.64|sits. requests alo
part_10646|10644|rose almond sandy spring drab|Manufacturer#3           |Brand#32  |ECONOMY BRUSHED NICKEL|5|MED BOX   |1554.64|ly eve
part_10647|10645|light lace papaya blush blanched|Manufacturer#5           |Brand#54  |SMALL PLATED COPPER|49|JUMBO DRUM|1555.64|the blithely bold 
part_10648|10646|linen olive rosy dodger khaki|Manufacturer#3           |Brand#32  |MEDIUM PLATED NICKEL|26|LG PACK   |1556.64|final fret
part_10649|10647|rose bisque lemon cornsilk wheat|Manufacturer#1           |Brand#15  |SMALL BRUSHED BRASS|28|JUMBO CASE|1557.64|o the quic
part_10650|10648|maroon turquoise royal black seashell|Manufacturer#1           |Brand#15  |ECONOMY PLATED BRASS|4|JUMBO CAN |1558.64|haggle slyl
part_10651|10649|lemon blue peach cornflower goldenrod|Manufacturer#1           |Brand#14  |STANDARD POLISHED NICKEL|3|WRAP DRUM |1559.64|urious t
part_10652|10650|indian dark purple goldenrod slate|Manufacturer#3           |Brand#31  |STANDARD BRUSHED STEEL|38|LG JAR    |1560.65|oze-- regular pack
part_10653|10651|bisque slate indian cream peru|Manufacturer#4           |Brand#43  |SMALL PLATED BRASS|36|SM PKG    |1561.65|x-ray blithely above
part_10654|10652|peach dark chocolate white pale|Manufacturer#2           |Brand#24  |SMALL BRUSHED STEEL|43|WRAP JAR  |1562.65|blithely after
part_10655|10653|seashell sky peach indian navajo|Manufacturer#1           |Brand#12  |PROMO POLISHED STEEL|47|WRAP DRUM |1563.65|bout th
part_10656|10654|papaya burnished khaki green violet|Manufacturer#1           |Brand#12  |SMALL POLISHED COPPER|29|MED PKG   |1564.65|fily regular asy
part_10657|10655|lavender spring metallic aquamarine floral|Manufacturer#2           |Brand#23  |PROMO POLISHED COPPER|36|MED PKG   |1565.65|lithe requests. even e
part_10658|10656|orchid chocolate honeydew bisque snow|Manufacturer#5           |Brand#53  |MEDIUM PLATED NICKEL|45|SM PKG    |1566.65|ges. 
part_10659|10657|lace misty honeydew magenta slate|Manufacturer#4           |Brand#41  |LARGE PLATED TIN|9|LG BOX    |1567.65|eas. even ideas 
part_10660|10658|hot midnight ivory navy medium|Manufacturer#1           |Brand#14  |LARGE PLATED NICKEL|42|WRAP CASE |1568.65| final
part_10661|10659|peru pink saddle peach gainsboro|Manufacturer#1           |Brand#15  |LARGE ANODIZED BRASS|43|LG BAG    |1569.65|old theodolite
part_10662|10660|beige powder dim chartreuse bisque|Manufacturer#4           |Brand#45  |STANDARD PLATED TIN|49|MED BAG   |1570.66|ular fo
part_10663|10661|hot indian cyan almond steel|Manufacturer#3           |Brand#32  |ECONOMY BRUSHED TIN|45|JUMBO BOX |1571.66|ggle acr
part_10664|10662|red pink dodger gainsboro lawn|Manufacturer#5           |Brand#54  |PROMO PLATED COPPER|38|LG BAG    |1572.66|gular foxes.
part_10665|10663|slate chocolate beige smoke grey|Manufacturer#3           |Brand#32  |LARGE BRUSHED BRASS|25|JUMBO DRUM|1573.66|dly regular packag
part_10666|10664|lawn powder red olive mint|Manufacturer#1           |Brand#11  |PROMO BURNISHED BRASS|25|SM PKG    |1574.66|ccording to the fu
part_10667|10665|medium lemon aquamarine violet olive|Manufacturer#5           |Brand#53  |MEDIUM BRUSHED NICKEL|36|LG DRUM   |1575.66|eodolite
part_10668|10666|frosted ivory deep midnight bisque|Manufacturer#1           |Brand#11  |PROMO BRUSHED TIN|33|LG BAG    |1576.66|ording to the care
part_10669|10667|saddle burnished tomato green steel|Manufacturer#3           |Brand#32  |STANDARD POLISHED NICKEL|13|SM PKG    |1577.66|se qu
part_10670|10668|drab bisque red blue lemon|Manufacturer#2           |Brand#23  |ECONOMY POLISHED NICKEL|22|SM PKG    |1578.66|t requests ab
part_10671|10669|seashell metallic cyan ghost beige|Manufacturer#1           |Brand#15  |LARGE BRUSHED STEEL|32|MED JAR   |1579.66|usly bold accounts. re
part_10672|10670|royal spring seashell aquamarine lemon|Manufacturer#5           |Brand#52  |SMALL BURNISHED STEEL|16|JUMBO CASE|1580.67|ecial asymptot
part_10673|10671|misty linen violet burlywood olive|Manufacturer#4           |Brand#43  |ECONOMY BURNISHED TIN|29|MED PACK  |1581.67|eposits. t
part_10674|10672|goldenrod drab firebrick steel slate|Manufacturer#2           |Brand#25  |PROMO PLATED BRASS|32|MED CAN   |1582.67|mptotes. fur
part_10675|10673|dodger purple khaki turquoise puff|Manufacturer#2           |Brand#24  |ECONOMY ANODIZED BRASS|40|LG JAR    |1583.67|ly ironic wa
part_10676|10674|tomato bisque spring cornflower burlywood|Manufacturer#3           |Brand#31  |ECONOMY PLATED TIN|49|JUMBO CAN |1584.67|s across the furiously
part_10677|10675|snow sky orange beige cornflower|Manufacturer#3           |Brand#33  |PROMO POLISHED COPPER|24|MED BAG   |1585.67|s. quickly expre
part_10678|10676|khaki coral goldenrod beige burnished|Manufacturer#4           |Brand#43  |PROMO BRUSHED BRASS|39|WRAP DRUM |1586.67|. slyly 
part_10679|10677|cornsilk dark thistle burnished moccasin|Manufacturer#3           |Brand#32  |ECONOMY BRUSHED STEEL|21|JUMBO PKG |1587.67|ously pe
part_10680|10678|metallic chiffon royal chocolate moccasin|Manufacturer#2           |Brand#21  |PROMO ANODIZED COPPER|27|WRAP BOX  |1588.67| blithely final orbi
part_10681|10679|indian peru orchid burnished rose|Manufacturer#5           |Brand#55  |LARGE PLATED BRASS|39|SM CASE   |1589.67|fully even 
part_10682|10680|burlywood yellow tan medium cornsilk|Manufacturer#5           |Brand#53  |PROMO PLATED NICKEL|39|LG CAN    |1590.68| cajol
part_10683|10681|indian dark cyan wheat medium|Manufacturer#3           |Brand#33  |PROMO BURNISHED COPPER|22|JUMBO PKG |1591.68|nto bean
part_10684|10682|medium royal dark frosted drab|Manufacturer#2           |Brand#23  |LARGE BURNISHED TIN|43|MED CAN   |1592.68|lithely f
part_10685|10683|burnished goldenrod almond azure lavender|Manufacturer#2           |Brand#21  |ECONOMY BURNISHED STEEL|44|LG BOX    |1593.68|ar depende
part_10686|10684|wheat saddle chiffon khaki cyan|Manufacturer#3           |Brand#35  |LARGE BRUSHED NICKEL|27|MED PACK  |1594.68|onic deposi
part_10687|10685|slate lace steel black rosy|Manufacturer#4           |Brand#43  |PROMO ANODIZED COPPER|20|JUMBO JAR |1595.68|beans. special pinto
part_10688|10686|thistle ivory grey deep misty|Manufacturer#1           |Brand#15  |PROMO BRUSHED TIN|37|MED PACK  |1596.68|ges sleep 
part_10689|10687|antique pale chocolate coral blush|Manufacturer#2           |Brand#23  |STANDARD PLATED NICKEL|36|MED BOX   |1597.68|leep quickly
part_10690|10688|rosy chartreuse lace violet wheat|Manufacturer#5           |Brand#55  |PROMO ANODIZED STEEL|36|WRAP JAR  |1598.68|nag carefully 
part_10691|10689|yellow peach slate blue violet|Manufacturer#5           |Brand#53  |ECONOMY POLISHED STEEL|45|JUMBO CAN |1599.68|ldly brave
part_10692|10690|hot powder burnished firebrick blanched|Manufacturer#4           |Brand#42  |STANDARD POLISHED TIN|9|LG CAN    |1600.69|lyly iron
part_10693|10691|linen lace sky cream pale|Manufacturer#1           |Brand#15  |STANDARD BURNISHED STEEL|3|MED BAG   |1601.69| excuses. blithely 
part_10694|10692|medium lawn hot bisque coral|Manufacturer#1           |Brand#12  |STANDARD ANODIZED NICKEL|50|MED PKG   |1602.69|to th
part_10695|10693|firebrick steel honeydew royal cornflower|Manufacturer#5           |Brand#55  |LARGE PLATED TIN|47|LG BAG    |1603.69|he regular, regular
part_10696|10694|olive blush drab white violet|Manufacturer#3           |Brand#35  |MEDIUM BURNISHED NICKEL|5|JUMBO BAG |1604.69|reque
