orders_rownum|o_orderkey|o_custkey|o_orderstatus|o_totalprice|o_orderdate|o_orderpriority|o_clerk|o_shippriority|o_comment
orders_92142|368514|4228|O|34044.71|1996-03-16|3-MEDIUM       |Clerk#000000422|0|al theodolites haggle blithely furiously final dolphins. final, even somas 
orders_92143|368515|4879|F|40312.69|1993-10-01|2-HIGH         |Clerk#000000803|0|s. regular, ironic ideas sleep. slyly pendi
orders_92144|368516|3994|F|86640.84|1992-07-18|4-NOT SPECIFIED|Clerk#000000568|0|ross the quickly close foxes. special dolphins haggle about the pack
orders_92145|368517|6715|F|174210.91|1994-06-13|5-LOW          |Clerk#000000412|0|final, express accounts. slyly pending
orders_92146|368518|1064|O|124036.45|1995-04-23|2-HIGH         |Clerk#000000750|0|nto beans maintain. fu
orders_92147|368519|10147|F|135824.04|1993-05-01|1-URGENT       |Clerk#000000755|0|kly final, final requests. accounts are slyly ironic accounts. regularly
orders_92148|368544|14201|F|18906.13|1993-11-23|3-MEDIUM       |Clerk#000000590|0|y blithely express accounts. enticing accounts doubt. slyly un
orders_92149|368545|8554|O|36261.88|1995-12-10|5-LOW          |Clerk#000000989|0| foxes. quickly ironic accounts use blithely. slyly
orders_92150|368546|12241|F|122942.07|1992-02-21|3-MEDIUM       |Clerk#000000573|0| blithely against th
orders_92151|368547|2225|F|34427.18|1992-05-21|5-LOW          |Clerk#000000617|0|ions outside the blithely final theodolites use furiously slyly re
orders_92152|368548|11413|F|297590.68|1992-07-12|3-MEDIUM       |Clerk#000000543|0|lithely. blithely ironic packages haggle slyly. packages haggle car
orders_92153|368549|5710|O|112241.49|1996-12-01|1-URGENT       |Clerk#000000757|0|deposits use. quickly regular pearls cajole quickly even pearls. unusua
orders_92154|368550|14056|O|61203.22|1997-02-17|4-NOT SPECIFIED|Clerk#000000156|0|l deposits wake carefully even instructi
orders_92155|368551|11173|O|219740.51|1997-09-24|3-MEDIUM       |Clerk#000000612|0|gle slyly. slyly even theodolites are quic
orders_92156|368576|2222|O|126271.71|1996-08-20|1-URGENT       |Clerk#000000303|0| sleep slyly regular requests. carefully r
orders_92157|368577|11851|O|127509.41|1995-08-30|4-NOT SPECIFIED|Clerk#000000700|0|refully express request
orders_92158|368578|4741|O|238883.47|1998-03-30|4-NOT SPECIFIED|Clerk#000000862|0|ily special accounts sleep carefully. furiou
orders_92159|368579|14639|O|320313.11|1996-07-23|3-MEDIUM       |Clerk#000000682|0|ong the regular, bold accounts. quickly bold sauternes among the carefully iro
orders_92160|368580|5171|P|201370.77|1995-03-24|3-MEDIUM       |Clerk#000000228|0|against the furiously bold asymptotes. even deposits cajol
orders_92161|368581|1507|F|99158.74|1993-03-23|1-URGENT       |Clerk#000000989|0|. carefully pending platelets agains
orders_92162|368582|13585|O|78028.09|1995-10-16|1-URGENT       |Clerk#000000963|0|tructions across the ironi
orders_92163|368583|5749|O|135882.55|1998-02-03|4-NOT SPECIFIED|Clerk#000000503|0|ial instructions. exc
orders_92164|368608|11134|F|76989.49|1993-09-01|4-NOT SPECIFIED|Clerk#000000385|0|slyly ironic pinto beans sleep fluf
orders_92165|368609|1288|F|159618.80|1993-05-17|4-NOT SPECIFIED|Clerk#000000433|0|ounts. foxes wake slyly. instructions boost car
orders_92166|368610|12529|O|79362.42|1995-08-17|1-URGENT       |Clerk#000000063|0|t. carefully final accounts grow carefully af
orders_92167|368611|3353|O|130987.61|1998-01-29|2-HIGH         |Clerk#000000885|0| the fluffily special depths. quickly unusual acco
orders_92168|368612|2062|O|162241.90|1996-12-20|2-HIGH         |Clerk#000000903|0|hely final excuses haggle slyly. ironic instructions wake caref
orders_92169|368613|7748|F|153316.35|1993-03-07|1-URGENT       |Clerk#000000002|0|ending, express excuses boost carefully s
orders_92170|368614|4550|F|41261.73|1993-03-25|2-HIGH         |Clerk#000000045|0|nding dependencies. accounts use accounts.
orders_92171|368615|1685|O|115064.07|1996-04-05|3-MEDIUM       |Clerk#000000655|0|pinto beans sleep. quickly 
orders_92172|368640|4438|O|92370.01|1996-10-29|2-HIGH         |Clerk#000000691|0|ts against the permanent, regular theodolites are 
orders_92173|368641|6250|F|74025.43|1994-02-20|5-LOW          |Clerk#000000932|0|ounts sleep. slyly regular foxes are blithely since the carefully pending inst
orders_92174|368642|10549|O|186039.78|1996-07-06|5-LOW          |Clerk#000000715|0| carefully bold theodolites along the carefully 
orders_92175|368643|7072|O|95755.98|1997-11-01|4-NOT SPECIFIED|Clerk#000000502|0|requests doubt carefully the
orders_92176|368644|7499|O|39360.93|1995-08-02|5-LOW          |Clerk#000000802|0|nusual requests. furiously even ideas sleep quickly-
orders_92177|368645|4079|F|92139.97|1993-09-25|5-LOW          |Clerk#000000709|0|ly across the blithely special fo
orders_92178|368646|13787|F|103111.39|1994-11-16|4-NOT SPECIFIED|Clerk#000000894|0|, bold frets. packages across the stealthy requests wake unusual wat
orders_92179|368647|12028|F|180178.68|1994-07-17|5-LOW          |Clerk#000000412|0|s haggle quickly; regular, pendin
orders_92180|368672|11519|F|116513.32|1992-03-23|3-MEDIUM       |Clerk#000000499|0|gside of the furiously
orders_92181|368673|7456|F|176743.88|1992-11-07|3-MEDIUM       |Clerk#000000866|0| furiously. slyly ironic courts are blithely. foxes boo
orders_92182|368674|7079|F|128035.75|1993-06-08|5-LOW          |Clerk#000000841|0| slyly fluffy foxes. unusual requests nag. always express pinto beans sleep fu
orders_92183|368675|13147|F|188488.01|1994-05-26|4-NOT SPECIFIED|Clerk#000000836|0|y unusual instructi
orders_92184|368676|3688|F|177509.38|1994-04-05|4-NOT SPECIFIED|Clerk#000000717|0|elieve furiously final sentiments. even, quiet theodolites can hag
orders_92185|368677|94|F|77137.17|1992-06-17|3-MEDIUM       |Clerk#000000820|0|ltipliers x-ray carefully. final dugouts haggle carefully. ideas boost abou
orders_92186|368678|12413|O|126411.53|1997-05-10|1-URGENT       |Clerk#000000773|0|ly bold requests. sl
orders_92187|368679|12193|O|75186.52|1998-03-12|5-LOW          |Clerk#000000113|0| dependencies. sometimes unusual platelets wake-- carefully ironic
orders_92188|368704|14722|F|250038.79|1994-05-08|5-LOW          |Clerk#000000721|0|requests use carefully above the blithely ironic foxes. furiously ironic asymp
orders_92189|368705|14930|O|124646.08|1997-06-09|1-URGENT       |Clerk#000000722|0|carefully regular packages? furiously regular notornis integrate. sp
orders_92190|368706|463|O|169570.22|1995-09-12|4-NOT SPECIFIED|Clerk#000000276|0| accounts. bold epitaphs use. fluffily special depo
orders_92191|368707|6509|O|135646.71|1996-09-05|2-HIGH         |Clerk#000000246|0|old courts unwind furiously. instructions alongside of the fluffi
orders_92192|368708|4049|O|179694.21|1997-08-23|4-NOT SPECIFIED|Clerk#000000685|0|requests. ideas thrash carefully regular, ironic pin
orders_92193|368709|6248|O|165458.16|1998-06-21|4-NOT SPECIFIED|Clerk#000000764|0|ise ironic packages. regular accounts on the furiously pending r
orders_92194|368710|7798|F|41708.35|1994-11-30|3-MEDIUM       |Clerk#000000153|0| ironic, even accounts. slyly regular foxes use furiously blithely final
orders_92195|368711|5620|O|221416.72|1996-06-16|5-LOW          |Clerk#000000796|0|unts doze furiously ironic requests. carefully special foxes nag slyly ag
orders_92196|368736|4249|F|181597.48|1992-08-12|3-MEDIUM       |Clerk#000000594|0|s. courts cajole. furiously
orders_92197|368737|9670|O|197636.83|1997-01-27|3-MEDIUM       |Clerk#000000924|0|onic theodolites along the slyly special requests integrate blithely about th
orders_92198|368738|12644|F|202412.80|1993-02-10|4-NOT SPECIFIED|Clerk#000000388|0|es. slyly ironic accounts serve regular, 
orders_92199|368739|11365|F|101541.02|1995-01-07|2-HIGH         |Clerk#000000203|0|ts. carefully even accounts wake about the carefully pendi
orders_92200|368740|10972|O|47348.61|1996-12-23|4-NOT SPECIFIED|Clerk#000000928|0|osits haggle quickly along the fluffily regular dependencies. silent packa
orders_92201|368741|9106|F|86177.83|1993-12-17|5-LOW          |Clerk#000000085|0|uickly ironic packages 
orders_92202|368742|2305|F|164234.50|1993-05-30|4-NOT SPECIFIED|Clerk#000000313|0|le furiously slyly ironic deposits. bold, bold packages sleep s
orders_92203|368743|8989|O|209182.53|1998-03-28|3-MEDIUM       |Clerk#000000722|0|cial packages use slyly outside the quickly quiet requests. ironically regul
orders_92204|368768|10069|F|196309.01|1994-08-05|5-LOW          |Clerk#000000318|0|nding accounts. final requests grow brav
orders_92205|368769|6314|F|215970.58|1994-06-19|2-HIGH         |Clerk#000000005|0| deposits cajole furiously 
orders_92206|368770|6374|F|113973.59|1993-08-14|5-LOW          |Clerk#000000873|0|nticingly pending acc
orders_92207|368771|3467|F|25617.21|1994-05-19|1-URGENT       |Clerk#000000587|0|ackages are. silent pinto beans use against the bravely bold packages. ca
orders_92208|368772|11837|O|63050.96|1995-08-30|2-HIGH         |Clerk#000000949|0|ial accounts sleep furiously. carefully silen
orders_92209|368773|7987|O|360260.30|1996-02-03|3-MEDIUM       |Clerk#000000069|0|ests. ruthlessly special pains against the blithely regular accounts 
orders_92210|368774|7309|F|101986.82|1992-03-18|4-NOT SPECIFIED|Clerk#000000003|0|ins. fluffily daring platelets are deposits. slyly re
orders_92211|368775|13064|O|110021.26|1995-09-06|3-MEDIUM       |Clerk#000000324|0|ts wake slyly. pinto beans s
orders_92212|368800|12088|F|221032.04|1994-09-24|4-NOT SPECIFIED|Clerk#000000376|0|osits haggle carefully. pending asymptotes eat ruthlessly alongside
orders_92213|368801|6563|F|41929.75|1992-12-24|3-MEDIUM       |Clerk#000000267|0|e furiously ironic asymptotes. ironic asy
orders_92214|368802|6865|O|23484.98|1997-11-02|5-LOW          |Clerk#000000218|0|eans haggle blithely. carefully spec
orders_92215|368803|5866|F|98337.28|1994-01-27|1-URGENT       |Clerk#000000548|0|wake quickly. unusual, regular packages thrash
orders_92216|368804|7039|O|234683.00|1996-01-12|5-LOW          |Clerk#000000253|0|ingly regular foxes wake quickly above the bold gifts
orders_92217|368805|11636|O|205330.48|1995-09-17|3-MEDIUM       |Clerk#000000999|0|platelets cajole carefully beside the permanen
orders_92218|368806|9982|O|77027.80|1995-03-26|4-NOT SPECIFIED|Clerk#000000202|0|pinto beans. even, final braids doubt furiously. brave, fi
orders_92219|368807|6550|O|155075.52|1997-01-26|1-URGENT       |Clerk#000000997|0| fluffily; slyly final deposits haggl
orders_92220|368832|4288|O|208507.56|1996-01-25|3-MEDIUM       |Clerk#000000580|0|ounts haggle among the c
orders_92221|368833|12511|O|156960.75|1998-04-17|1-URGENT       |Clerk#000000287|0|ly express instructions boost slyly regular dolphins. ironic theodolites
orders_92222|368834|12196|O|16305.05|1997-06-07|2-HIGH         |Clerk#000000245|0| of the finally ironic packa
orders_92223|368835|6887|O|144130.08|1995-10-21|5-LOW          |Clerk#000000650|0|ctions. accounts wake carefully. asymptotes hag
orders_92224|368836|7039|F|122480.34|1994-08-27|5-LOW          |Clerk#000000133|0|ual asymptotes. finally pending excuses sleep furiously on the deposits. fin
orders_92225|368837|508|O|162805.66|1998-04-05|2-HIGH         |Clerk#000000668|0|tructions are fluffily. blithely regular theodolites haggle blithely pa
orders_92226|368838|13699|O|4790.34|1998-06-05|1-URGENT       |Clerk#000000878|0|ual accounts haggle
orders_92227|368839|836|O|33272.19|1998-07-24|5-LOW          |Clerk#000000757|0|ajole blithely around the pending, final requests. furiously ironic foxes ha
orders_92228|368864|388|F|86138.31|1993-04-25|5-LOW          |Clerk#000000339|0|the quickly final courts. slyly ironic foxes maintain. slyly ev
orders_92229|368865|455|O|278393.50|1995-08-31|1-URGENT       |Clerk#000000824|0|inal pinto beans are carefull
orders_92230|368866|4589|F|43755.20|1994-04-24|3-MEDIUM       |Clerk#000000382|0|as nag. regular, unusual theodolites about the regu
orders_92231|368867|565|F|144899.32|1992-08-25|4-NOT SPECIFIED|Clerk#000000174|0|rhorses use silent, even accounts. final, fluf
orders_92232|368868|1597|O|100170.99|1998-06-28|5-LOW          |Clerk#000000759|0|c deposits after the blithely final deposits cajole quickly blithely silen
orders_92233|368869|13630|O|103423.33|1996-10-10|2-HIGH         |Clerk#000000735|0|ut the quickly furious theodolites use furiously c
orders_92234|368870|295|O|133418.87|1996-08-05|1-URGENT       |Clerk#000000192|0|ld requests sleep fluffil
orders_92235|368871|5066|F|121370.00|1994-10-09|3-MEDIUM       |Clerk#000000952|0|warthogs nag quickly regular, final requests. furiously regular dependenc
orders_92236|368896|13457|F|60800.93|1994-05-10|3-MEDIUM       |Clerk#000000447|0| slyly. slyly regular packages
orders_92237|368897|1477|F|167085.77|1993-04-24|1-URGENT       |Clerk#000000157|0|bold accounts sleep quickly fluffily ironic instructions. slyly even packages
orders_92238|368898|7930|O|164292.97|1997-07-08|4-NOT SPECIFIED|Clerk#000000262|0|usly express packages haggle. carefully brave requests wake 
orders_92239|368899|3838|F|92180.60|1992-06-08|2-HIGH         |Clerk#000000974|0|onic asymptotes are slyly platelets. silent, final requests b
orders_92240|368900|2227|F|162090.61|1992-12-03|2-HIGH         |Clerk#000000925|0|ts wake. blithely even deposits nag furiously slyly silent asymptote
orders_92241|368901|1297|F|50090.69|1992-03-29|1-URGENT       |Clerk#000000628|0|deas haggle slyly ironic requests. slyly express theodolites cajole fluffily b
orders_92242|368902|13705|O|185194.56|1997-08-01|5-LOW          |Clerk#000000976|0|lar platelets: excuses haggle carefully silent pinto beans. excuses af
orders_92243|368903|11540|O|262917.79|1996-11-08|3-MEDIUM       |Clerk#000000863|0|nts boost across the slyly final dolphins. id
orders_92244|368928|6316|F|240561.10|1994-10-04|5-LOW          |Clerk#000000015|0|ronic ideas. slyly silent packages cajole carefully about the instruc
orders_92245|368929|3050|O|103324.92|1998-02-05|2-HIGH         |Clerk#000000676|0|lithely furiously slow instructions. unusual, bold dependencies wake caref
orders_92246|368930|14693|O|138816.75|1996-03-28|4-NOT SPECIFIED|Clerk#000000427|0| regular sauternes. furiously even theodolites boost c
orders_92247|368931|4417|O|136352.03|1995-08-23|1-URGENT       |Clerk#000000451|0|l requests. instructions cajole blithely. carefully sly requests are carefully
orders_92248|368932|13118|O|154090.17|1998-01-18|1-URGENT       |Clerk#000000172|0|ly final ideas. carefully final excuses shall have t
orders_92249|368933|7750|F|6815.26|1992-12-03|2-HIGH         |Clerk#000000793|0|t the bold, special accounts. b
orders_92250|368934|8275|O|27314.16|1995-09-02|1-URGENT       |Clerk#000000993|0|lyly. carefully close platelets are acc
orders_92251|368935|12952|F|46440.13|1994-05-07|1-URGENT       |Clerk#000000744|0|the blithely bold accounts doze slyly across the regular 
orders_92252|368960|4834|O|49224.79|1995-11-10|5-LOW          |Clerk#000000583|0|r ideas would integrate carefully bold, ironic requests. a
orders_92253|368961|4172|O|245126.46|1997-11-26|2-HIGH         |Clerk#000000437|0|ly against the carefully regular accounts. final, bold packages haggle alon
orders_92254|368962|14198|O|20601.11|1995-09-03|3-MEDIUM       |Clerk#000000688|0|even deposits. final, special requests sn
orders_92255|368963|8788|O|15483.86|1996-10-15|2-HIGH         |Clerk#000000084|0|riously after the carefully express requests. express, even ins
orders_92256|368964|13921|F|177602.13|1995-02-09|1-URGENT       |Clerk#000000851|0|sts doze fluffily carefully bold accounts: blith
orders_92257|368965|7183|O|70675.97|1997-01-01|4-NOT SPECIFIED|Clerk#000000322|0|s. blithely regular requests lose. furiously eve
orders_92258|368966|14681|O|153286.20|1998-08-02|5-LOW          |Clerk#000000884|0| carefully according 
orders_92259|368967|8701|O|51931.71|1995-05-22|2-HIGH         |Clerk#000000446|0|en instructions are ir
orders_92260|368992|12230|O|275798.37|1996-06-26|1-URGENT       |Clerk#000000061|0|s furiously regular deposits. quickly even dependencies are slyly above the re
orders_92261|368993|4961|O|281359.47|1997-04-04|2-HIGH         |Clerk#000000805|0| final deposits. blithely even packages
orders_92262|368994|1811|F|134401.39|1993-01-19|1-URGENT       |Clerk#000000726|0|ades maintain fluffily blithe excuses. slyly s
orders_92263|368995|14848|O|183504.33|1998-01-17|5-LOW          |Clerk#000000133|0|nts sleep furiously ev
orders_92264|368996|2443|F|228247.28|1992-11-27|2-HIGH         |Clerk#000000057|0|riously special accounts alongside of 
orders_92265|368997|1025|F|60146.62|1994-09-23|2-HIGH         |Clerk#000000699|0|o beans. ironic warhorses nag alongside of the spec
orders_92266|368998|7045|F|163848.56|1992-01-23|4-NOT SPECIFIED|Clerk#000000558|0|osits cajole carefully carefully ev
orders_92267|368999|9640|F|248961.17|1992-06-17|1-URGENT       |Clerk#000000545|0|deposits. slyly express sentiments cajole ruthlessly abou
orders_92268|369024|3662|F|76587.40|1992-01-17|5-LOW          |Clerk#000000187|0|furiously across th
orders_92269|369025|973|F|88641.65|1992-07-28|4-NOT SPECIFIED|Clerk#000000882|0|ckages sleep permanently fluffily ironic theodolites. quickly reg
orders_92270|369026|5608|F|158256.42|1992-05-21|4-NOT SPECIFIED|Clerk#000000531|0|he silent, final theodolites; slyly special packages sleep. ironic packages 
orders_92271|369027|14017|O|48313.62|1996-03-11|3-MEDIUM       |Clerk#000000379|0| express pinto beans integrate. unusual 
orders_92272|369028|10330|O|57838.81|1997-06-27|3-MEDIUM       |Clerk#000000628|0|ounts sleep furiously express, unusual packag
orders_92273|369029|4736|F|121690.89|1994-08-04|3-MEDIUM       |Clerk#000000702|0|scapades. bold, express packages haggle flu
orders_92274|369030|11314|F|225359.49|1992-07-03|3-MEDIUM       |Clerk#000000551|0|ing to the fluffily f
orders_92275|369031|6104|F|69594.83|1995-01-22|2-HIGH         |Clerk#000000926|0|t the furiously regular foxes. platelets above the slyly pendin
orders_92276|369056|4732|O|38883.42|1997-04-07|1-URGENT       |Clerk#000000004|0|y bold requests boost fluffily. ironic 
orders_92277|369057|1552|F|66194.51|1995-03-29|1-URGENT       |Clerk#000000108|0| final, even platelets across the fluffily express packages nag qu
orders_92278|369058|1145|O|11152.98|1996-01-02|2-HIGH         |Clerk#000000963|0|onic, bold deposits are ruth
orders_92279|369059|12791|O|199660.21|1995-10-02|5-LOW          |Clerk#000000919|0|ke silently express accounts. furiously final deposits
orders_92280|369060|3938|O|211267.05|1998-06-27|2-HIGH         |Clerk#000000056|0|uctions after the blithely pending 
orders_92281|369061|2183|O|129439.59|1996-12-20|4-NOT SPECIFIED|Clerk#000000509|0|egular requests. furiously final accounts boost depo
orders_92282|369062|5344|O|301880.71|1998-01-18|4-NOT SPECIFIED|Clerk#000000215|0|ggle carefully deposits. asymptotes are slyly carefully silent dependencies. 
orders_92283|369063|14990|F|139483.91|1993-06-04|2-HIGH         |Clerk#000000564|0|lace of the carefully sly theodolites. iro
orders_92284|369088|11813|F|91245.42|1992-10-20|2-HIGH         |Clerk#000000079|0|ual, bold deposits x-ray final packages. slyly ironic pinto
orders_92285|369089|7006|F|123131.38|1992-05-05|5-LOW          |Clerk#000000189|0|f the fluffily ironic 
orders_92286|369090|11189|O|87751.22|1998-07-04|5-LOW          |Clerk#000000117|0|y ironic accounts x-ray furiously again
orders_92287|369091|10171|O|192478.17|1996-11-30|2-HIGH         |Clerk#000000238|0|ven theodolites could have to cajole furiously fluffy forges. de
orders_92288|369092|4321|F|69760.34|1994-01-20|3-MEDIUM       |Clerk#000000928|0|ular packages. final dependencies would haggle blithely after the
orders_92289|369093|8836|F|153048.01|1992-08-11|2-HIGH         |Clerk#000000521|0| even asymptotes sleep blith
orders_92290|369094|3020|F|140689.34|1994-10-26|2-HIGH         |Clerk#000000435|0| regular deposits. blithely regular foxes 
orders_92291|369095|10670|O|85061.52|1995-07-10|1-URGENT       |Clerk#000000240|0|. furiously even requests boost carefully after the regular, even accounts. c
orders_92292|369120|3737|O|125493.23|1996-09-11|1-URGENT       |Clerk#000000992|0|usly regular deposits. fluffily final packages are fluffily. carefull
orders_92293|369121|10198|O|135059.92|1995-09-12|5-LOW          |Clerk#000000966|0|e carefully regular accounts doubt
orders_92294|369122|964|O|142550.80|1995-07-07|2-HIGH         |Clerk#000000808|0|ackages boost furiously unusual packages. asymptotes boost sl
orders_92295|369123|7480|F|115402.38|1993-08-02|2-HIGH         |Clerk#000000556|0|e. express packages nag. gifts play blithe
orders_92296|369124|10204|O|59203.68|1998-05-21|1-URGENT       |Clerk#000000607|0|ctions. quickly regular pinto beans wake carefully. furio
orders_92297|369125|358|F|23054.55|1993-05-02|4-NOT SPECIFIED|Clerk#000000434|0|y requests might boos
orders_92298|369126|12215|O|240851.08|1996-08-14|4-NOT SPECIFIED|Clerk#000000632|0|ly outside the accounts. deposits
orders_92299|369127|4652|F|156270.19|1993-12-27|3-MEDIUM       |Clerk#000000792|0|ages boost in place of the slyly enticing requests. slyly regular
orders_92300|369152|2053|F|213857.93|1992-12-21|5-LOW          |Clerk#000000121|0|out the requests. furiously express Tiresias detect slyly. caref
orders_92301|369153|2095|F|63083.54|1992-09-13|3-MEDIUM       |Clerk#000000619|0|deas wake after the furiously special i
orders_92302|369154|13261|O|297760.83|1997-02-09|4-NOT SPECIFIED|Clerk#000000391|0|blithely silent instructions sleep. slyly bold requests cajole. ironic pinto b
orders_92303|369155|8|O|132600.85|1996-01-02|4-NOT SPECIFIED|Clerk#000000781|0| pinto beans alongside of the carefully expre
orders_92304|369156|11945|F|140337.50|1994-10-07|4-NOT SPECIFIED|Clerk#000000304|0|ckages. deposits cajole carefully even th
orders_92305|369157|3994|O|130336.48|1997-02-25|5-LOW          |Clerk#000000921|0|ckly blithely special ideas. slyly iron
orders_92306|369158|7348|O|189520.92|1997-08-19|1-URGENT       |Clerk#000000365|0|quests are around the carefully even requests. pinto beans acros
orders_92307|369159|9643|O|74789.88|1996-04-09|2-HIGH         |Clerk#000000742|0|lar, bold foxes. theodolites sleep carefully deposits. even, regular requests
orders_92308|369184|1219|F|157709.04|1994-01-27|2-HIGH         |Clerk#000000084|0|ets: accounts affix according to the fluffily bold theodol
orders_92309|369185|11975|O|120503.13|1997-08-30|3-MEDIUM       |Clerk#000000511|0|uctions. quickly final pinto beans are. blithely final accounts could ha
orders_92310|369186|12833|F|183019.64|1993-09-07|4-NOT SPECIFIED|Clerk#000000127|0|ost. packages haggle about the slyly special fo
orders_92311|369187|6319|O|69970.82|1997-04-01|2-HIGH         |Clerk#000000575|0|s integrate alongside of 
orders_92312|369188|9142|O|185285.51|1996-05-01|3-MEDIUM       |Clerk#000000599|0|. slyly pending ideas doubt. 
orders_92313|369189|5800|O|109588.15|1995-08-28|4-NOT SPECIFIED|Clerk#000000292|0|ely ironic packages are furiously. carefully even idea
orders_92314|369190|7351|F|243422.56|1992-09-01|3-MEDIUM       |Clerk#000000923|0|into beans. furiously final 
orders_92315|369191|9646|O|125054.28|1996-04-10|1-URGENT       |Clerk#000000343|0|inal accounts. blithely unusual requests are carefully
orders_92316|369216|13222|O|18877.80|1998-05-04|4-NOT SPECIFIED|Clerk#000000554|0|riously! special deposits breach sl
orders_92317|369217|9484|F|116551.59|1993-12-25|5-LOW          |Clerk#000000217|0|ully pending, final ideas. quickly final requests wake furiously. furiou
orders_92318|369218|2033|F|39378.65|1993-06-23|2-HIGH         |Clerk#000000187|0|e carefully ironic foxes. quickly ironic pinto beans among the pinto
orders_92319|369219|14075|O|124922.86|1997-11-15|4-NOT SPECIFIED|Clerk#000000682|0|ong the furiously regular braids. quickly even pinto beans use blithel
orders_92320|369220|13909|F|113919.01|1992-01-12|5-LOW          |Clerk#000000419|0|lar, special foxes doubt blithely. fluffily special dolphins sleep
orders_92321|369221|3337|F|241201.74|1992-09-12|3-MEDIUM       |Clerk#000000432|0|pendencies use slyly regular asymptotes. quickly regular platelets about t
orders_92322|369222|5287|F|123505.81|1992-04-02|1-URGENT       |Clerk#000000226|0|s sleep among the final requests. carefully express deposi
orders_92323|369223|14941|F|123907.75|1995-02-14|2-HIGH         |Clerk#000000127|0|s. escapades sublate carefully
orders_92324|369248|170|O|72792.65|1997-03-19|4-NOT SPECIFIED|Clerk#000000738|0| ideas. quickly final platelets
orders_92325|369249|6820|O|263649.77|1997-07-25|5-LOW          |Clerk#000000238|0|le slyly. fluffily regular requests 
orders_92326|369250|7774|O|185884.96|1997-12-01|1-URGENT       |Clerk#000000831|0|ly final instructions. slyly regular
orders_92327|369251|7343|O|73689.62|1998-01-22|3-MEDIUM       |Clerk#000000565|0|furiously special ideas sleep quickly above the unusual, ironic requests. spec
orders_92328|369252|5299|O|70485.10|1996-01-17|3-MEDIUM       |Clerk#000000186|0|ts. slyly express packages sle
orders_92329|369253|916|F|98986.70|1993-11-18|4-NOT SPECIFIED|Clerk#000000543|0| carefully special ac
orders_92330|369254|1496|O|168204.33|1995-12-01|3-MEDIUM       |Clerk#000000104|0|y special packages detect. blithely special accounts hang
orders_92331|369255|2090|O|238803.50|1997-06-11|1-URGENT       |Clerk#000000940|0|lyly. even, ironic packages sleep caref
orders_92332|369280|2359|F|91033.92|1994-08-14|1-URGENT       |Clerk#000000197|0| alongside of the stealthily ironic requests. carefully r
orders_92333|369281|2173|F|28239.42|1992-10-09|3-MEDIUM       |Clerk#000000719|0|al ideas outside the sly,
orders_92334|369282|13366|F|119755.53|1992-06-25|5-LOW          |Clerk#000000810|0|. regular foxes hinder slyly according to the ironic as
orders_92335|369283|3643|O|155819.48|1996-04-22|3-MEDIUM       |Clerk#000000197|0|packages cajole carefully foxes. slyly regular accounts according to the
orders_92336|369284|11899|O|70982.54|1995-05-09|2-HIGH         |Clerk#000000756|0|ermanent, final requests. express dependencies a
orders_92337|369285|11864|F|54918.02|1993-06-04|1-URGENT       |Clerk#000000161|0|e furiously even requests. final asymptotes use according to the 
orders_92338|369286|7690|O|71184.48|1996-08-22|1-URGENT       |Clerk#000000099|0|nal asymptotes above the slowly even courts haggle car
orders_92339|369287|4408|F|215035.29|1993-02-14|4-NOT SPECIFIED|Clerk#000000504|0|en packages. idle pinto beans use slyly. fluffily i
orders_92340|369312|6985|F|67540.71|1993-10-18|2-HIGH         |Clerk#000000914|0|uriously unusual packages? enticingly final deposits are. furiously pending re
orders_92341|369313|6563|F|50656.68|1992-11-22|2-HIGH         |Clerk#000000279|0|ding to the ironic ideas. final, ironic packages alongside of the r
orders_92342|369314|9731|O|305343.80|1996-01-09|2-HIGH         |Clerk#000000910|0|theodolites. furiously silent pinto beans engage furiously. b
orders_92343|369315|1384|F|132693.35|1992-12-11|3-MEDIUM       |Clerk#000000452|0|s wake furiously regular accounts. express, unusual id
orders_92344|369316|6221|O|127180.00|1996-11-01|4-NOT SPECIFIED|Clerk#000000728|0|ve slyly against the slyly even theodolites! slyly ironi
orders_92345|369317|11149|P|216077.92|1995-03-21|4-NOT SPECIFIED|Clerk#000000443|0| carefully about the pending, express deposits. theodolites cajole bli
orders_92346|369318|10564|O|341259.30|1997-06-03|1-URGENT       |Clerk#000000983|0| furiously express pinto beans. platelets along the final
orders_92347|369319|3355|O|153640.37|1997-12-06|1-URGENT       |Clerk#000000383|0| warthogs cajole carefully blithe
orders_92348|369344|4076|F|141118.23|1993-06-12|1-URGENT       |Clerk#000000494|0|eposits nag quickly after the final, ironic foxes. regular excu
orders_92349|369345|12667|F|101609.62|1992-04-22|4-NOT SPECIFIED|Clerk#000000270|0|cies nod furiously after the slyly even sheaves. b
orders_92350|369346|3131|O|76614.36|1996-12-02|3-MEDIUM       |Clerk#000000618|0|yly regular instructions. carefully pending inst
orders_92351|369347|13246|F|329417.85|1994-12-06|2-HIGH         |Clerk#000000435|0| enticing requests across the fluffily unusual instructions are against th
orders_92352|369348|13696|F|184128.69|1992-01-13|3-MEDIUM       |Clerk#000000648|0|lent theodolites haggle even depen
orders_92353|369349|13069|F|123967.94|1992-12-02|2-HIGH         |Clerk#000000887|0|ck deposits are above the express deposits. carefully silent pin
orders_92354|369350|7136|F|48852.52|1994-08-06|1-URGENT       |Clerk#000000594|0|s. fluffily pending requests wake
